,MouseID,pCAMKII_N,pPKCG_N,S6_N,ARC_N,GluR3_N,GluR4_N,P3525_N,pS6_N,CaNA_N,Genotype,Treatment,Behavior,class,Treatment information,Measurement,Subject
161,294_12,5.003371369,1.53499349,0.239257813,0.134928385,0.258789063,0.146321615,0.293294271,0.134928385,1.127766927,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",12,294
162,294_13,4.5433973960000005,1.4823098819999998,0.216958113,0.134607564,0.254575031,0.132777552,0.285685238,0.134607564,1.062830419,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",13,294
163,294_14,5.101360543999999,1.470780548,0.226604005,0.14139763,0.267470372,0.132815693,0.30302411100000004,0.14139763,1.072537801,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",14,294
164,294_15,4.9454782889999995,1.4976136130000002,0.230753268,0.138410459,0.26354015399999997,0.134882756,0.308777755,0.138410459,1.096908072,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",15,294
165,3412_1,6.65129683,1.9659604030000002,0.40257033700000006,0.13268496,0.290552275,0.15830149400000001,0.291854811,0.13268496,0.927144842,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",1,3412
166,3412_2,6.763511621,1.886501517,0.383215369,0.130771823,0.27898550699999997,0.151499831,0.28033367,0.130771823,0.891220088,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",2,3412
167,3412_3,6.767570638,1.91302528,0.37778335799999996,0.12891344400000002,0.270885652,0.14783191,0.269211452,0.12891344400000002,0.872258497,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",3,3412
168,3412_4,6.288911669,1.9464586369999999,0.390952969,0.139072848,0.30991132600000004,0.167134359,0.293186665,0.139072848,0.979795712,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",4,3412
169,3412_5,6.477407021,1.91191312,0.382294866,0.140412462,0.293220711,0.1587319,0.290258885,0.140412462,0.9473453270000001,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",5,3412
170,3412_6,6.474237645,1.879549393,0.371425477,0.134315425,0.29625216600000004,0.158687175,0.279137782,0.134315425,0.930784229,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",6,3412
171,3412_7,6.069166127999999,1.821071881,0.333380222,0.130820087,0.302996202,0.158953439,0.282880855,0.130820087,1.010128007,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",7,3412
172,3412_8,6.048754063,1.766150048,0.32546975699999997,0.128377452,0.296941435,0.157728707,0.279111233,0.128377452,0.9980798240000001,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",8,3412
173,3412_9,6.013463626,1.752730748,0.337793555,0.131075915,0.286455489,0.150054615,0.28481704,0.131075915,0.996723102,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",9,3412
174,3412_10,5.605276014,1.807805724,0.335993062,0.131483088,0.31483087600000004,0.17224631399999998,0.309973981,0.131483088,1.025151778,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",10,3412
175,3412_11,5.705067985,1.8695502330000002,0.334137515,0.135447182,0.320351542,0.168361192,0.293985869,0.135447182,1.0413579179999999,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",11,3412
176,3412_12,5.701649175,1.7812447580000002,0.327965107,0.128837443,0.295587989,0.155846335,0.287703405,0.128837443,0.983727562,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",12,3412
177,3412_13,5.3215625,1.7811168419999999,0.305449652,0.12177618300000001,,0.177394035,0.326979143,0.12177618300000001,1.049338417,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",13,3412
178,3412_14,5.3577867580000005,1.748447205,0.289707187,0.133318545,0.320319432,0.17657497800000002,0.318988465,0.133318545,1.062555457,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",14,3412
179,3412_15,5.600260417,1.7193097419999999,0.292704238,0.131498471,0.31826124899999997,0.16251638300000001,0.312363478,0.131498471,1.01310616,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",15,3412
180,3413_1,5.497302157999999,1.59797891,0.364674868,0.139883568,0.26982645,0.145924868,0.330184534,0.139883568,0.9015268009999999,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",1,3413
181,3413_2,5.344751673,1.566901408,0.374133691,0.145595797,0.270176615,0.145428124,0.32198748,0.145595797,0.898222669,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",2,3413
182,3413_3,5.227917027,1.636189814,0.395793499,0.140738166,0.274407555,0.152963671,0.32058636100000004,0.140738166,0.886551944,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",3,3413
183,3413_4,4.940244702,1.435766171,0.327429955,0.127360775,0.27014873699999997,0.128260118,0.269249395,0.127360775,1.006157039,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",4,3413
184,3413_5,4.8275862069999995,1.457614035,0.346315789,0.128842105,0.28245614,0.132210526,0.27845614,0.128842105,0.9986666670000001,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",5,3413
185,3413_6,4.9344657530000005,1.501991166,0.338715517,0.128955181,0.28079067399999996,0.13764390699999998,0.270798639,0.128955181,0.9880530009999999,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",6,3413
186,3413_7,4.325908247,1.241458462,0.28259909899999996,0.12200935800000001,0.254789441,0.112033195,0.249845502,0.12200935800000001,0.9511786,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",7,3413
187,3413_8,4.297647059,1.290486565,0.286310821,0.126815541,0.26624909199999997,0.11909949199999999,0.258896151,0.126815541,0.981299927,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",8,3413
188,3413_9,4.352711157,1.3444993930000002,0.304469534,0.123635346,0.271157973,0.123821965,0.248577027,0.123635346,0.9890827659999999,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",9,3413
189,3413_10,3.738971662,1.143374907,0.266282912,0.120136446,0.23707493899999998,0.10553245900000001,0.241871869,0.120136446,0.9269800659999999,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",10,3413
190,3413_11,3.733888645,1.161559889,0.28069423600000004,0.125241054,0.24598243,0.108849368,0.25444611100000003,0.125241054,0.950074995,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",11,3413
191,3413_12,4.087833545,1.186435015,0.284998329,0.129747188,0.251030182,0.11159371900000001,0.26305824699999997,0.129747188,0.994431451,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",12,3413
192,3413_13,3.085787452,1.083421053,0.24723684199999998,0.11802631599999999,0.22368421100000002,0.10789473699999999,0.249736842,0.11802631599999999,0.872894737,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",13,3413
193,3413_14,3.5056140960000004,1.080094538,0.259847689,0.11843487400000001,0.22662815100000003,0.112132353,0.259847689,0.11843487400000001,0.8482142859999999,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",14,3413
194,3413_15,3.755399883,1.09260511,0.25510342,0.119372719,0.231039611,0.10896309300000001,0.254292281,0.119372719,0.879005002,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",15,3413
195,3419_1,5.31898917,1.9287329290000002,0.366374243,0.127068825,0.18305146100000003,0.10427783300000001,0.259021434,0.127068825,0.901329475,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",1,3419
196,3419_2,5.349259367,1.962993725,0.38298265,0.12882982699999998,0.184754522,0.106035437,0.275470653,0.12882982699999998,0.930509413,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",2,3419
197,3419_3,5.097871745,1.8143797830000001,0.352820787,0.12457732699999999,0.180904075,0.10873821,0.25716319600000004,0.12457732699999999,0.895977932,Control,Memantine,S/C,c-SC-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",3,3419
