CommentCount,DownVotes,Outlier,Reputation,Score,UpVotes,Views,postId,userId
1,212,Reputation,13647,7,2468,5441,7669,2970
5,212,Reputation,13647,10,2468,5441,7671,2970
6,212,Reputation,13647,11,2468,5441,7731,2970
5,212,Reputation,13647,2,2468,5441,7796,2970
5,212,Reputation,13647,10,2468,5441,7917,2970
1,212,Reputation,13647,9,2468,5441,7927,2970
3,212,Reputation,13647,6,2468,5441,8648,2970
4,212,Reputation,13647,6,2468,5441,9048,2970
3,212,Reputation,13647,12,2468,5441,9380,2970
1,212,Reputation,13647,10,2468,5441,9576,2970
14,212,Reputation,13647,35,2468,5441,9722,2970
8,212,Reputation,13647,6,2468,5441,9824,2970
5,212,Reputation,13647,23,2468,5441,9915,2970
3,212,Reputation,13647,18,2468,5441,9975,2970
3,212,Reputation,13647,6,2468,5441,10212,2970
2,212,Reputation,13647,17,2468,5441,10256,2970
2,212,Reputation,13647,10,2468,5441,10489,2970
1,212,Reputation,13647,6,2468,5441,10661,2970
3,212,Reputation,13647,22,2468,5441,11217,2970
4,212,Reputation,13647,10,2468,5441,11988,2970
0,212,Reputation,13647,16,2468,5441,12511,2970
2,212,Reputation,13647,10,2468,5441,12564,2970
3,212,Reputation,13647,17,2468,5441,13647,2970
3,212,Reputation,13647,12,2468,5441,13809,2970
3,212,Reputation,13647,12,2468,5441,14814,2970
5,212,Reputation,13647,4,2468,5441,15196,2970
5,212,Reputation,13647,6,2468,5441,15523,2970
0,212,Reputation,13647,12,2468,5441,16148,2970
3,212,Reputation,13647,16,2468,5441,16342,2970
2,212,Reputation,13647,19,2468,5441,16541,2970
7,212,Reputation,13647,30,2468,5441,17388,2970
5,212,Reputation,13647,17,2468,5441,17786,2970
3,212,Reputation,13647,7,2468,5441,18666,2970
5,212,Reputation,13647,10,2468,5441,19689,2970
1,212,Reputation,13647,11,2468,5441,21136,2970
0,212,Reputation,13647,9,2468,5441,22132,2970
0,212,Reputation,13647,8,2468,5441,22139,2970
3,212,Reputation,13647,11,2468,5441,22656,2970
10,212,Reputation,13647,61,2468,5441,23130,2970
2,212,Reputation,13647,3,2468,5441,24378,2970
1,212,Reputation,13647,11,2468,5441,25380,2970
0,212,Reputation,13647,9,2468,5441,25607,2970
9,212,Reputation,13647,28,2468,5441,25725,2970
4,212,Reputation,13647,6,2468,5441,26033,2970
11,212,Reputation,13647,41,2468,5441,26205,2970
0,212,Reputation,13647,9,2468,5441,26515,2970
7,212,Reputation,13647,10,2468,5441,26726,2970
0,212,Reputation,13647,3,2468,5441,26843,2970
6,212,Reputation,13647,20,2468,5441,28119,2970
0,212,Reputation,13647,6,2468,5441,28407,2970
3,212,Reputation,13647,6,2468,5441,28700,2970
10,212,Reputation,13647,8,2468,5441,29024,2970
2,212,Reputation,13647,6,2468,5441,29108,2970
17,212,Reputation,13647,10,2468,5441,29670,2970
3,212,Reputation,13647,50,2468,5441,30205,2970
3,212,Reputation,13647,12,2468,5441,30471,2970
2,212,Reputation,13647,10,2468,5441,30698,2970
2,212,Reputation,13647,10,2468,5441,32354,2970
3,212,Reputation,13647,15,2468,5441,32787,2970
4,212,Reputation,13647,11,2468,5441,33742,2970
1,212,Reputation,13647,15,2468,5441,34271,2970
0,212,Reputation,13647,7,2468,5441,34533,2970
5,212,Reputation,13647,32,2468,5441,40419,2970
4,212,Reputation,13647,14,2468,5441,44948,2970
4,212,Reputation,13647,8,2468,5441,46093,2970
7,212,Reputation,13647,17,2468,5441,50299,2970
3,212,Reputation,13647,0,2468,5441,70800,2970
3,212,Reputation,13647,16,2468,5441,72015,2970
1,212,Reputation,13647,8,2468,5441,73120,2970
1,212,Reputation,13647,6,2468,5441,74779,2970
0,212,Reputation,13647,17,2468,5441,82694,2970
4,212,Reputation,13647,11,2468,5441,103502,2970
3,12,Reputation,13898,9,869,2866,7307,3277
1,12,Reputation,13898,3,869,2866,8260,3277
2,12,Reputation,13898,2,869,2866,8264,3277
1,12,Reputation,13898,1,869,2866,8449,3277
2,12,Reputation,13898,4,869,2866,8753,3277
5,12,Reputation,13898,4,869,2866,12206,3277
0,12,Reputation,13898,3,869,2866,12361,3277
1,12,Reputation,13898,1,869,2866,12364,3277
0,12,Reputation,13898,1,869,2866,12444,3277
2,12,Reputation,13898,2,869,2866,12473,3277
3,12,Reputation,13898,2,869,2866,12503,3277
1,12,Reputation,13898,2,869,2866,12655,3277
5,12,Reputation,13898,1,869,2866,12798,3277
0,12,Reputation,13898,1,869,2866,12800,3277
0,12,Reputation,13898,3,869,2866,12856,3277
0,12,Reputation,13898,6,869,2866,12861,3277
0,12,Reputation,13898,2,869,2866,12882,3277
3,12,Reputation,13898,7,869,2866,12925,3277
1,12,Reputation,13898,1,869,2866,13147,3277
0,12,Reputation,13898,9,869,2866,13201,3277
3,12,Reputation,13898,5,869,2866,13246,3277
2,12,Reputation,13898,1,869,2866,13416,3277
2,12,Reputation,13898,3,869,2866,13889,3277
0,12,Reputation,13898,8,869,2866,13936,3277
1,12,Reputation,13898,33,869,2866,14017,3277
0,12,Reputation,13898,1,869,2866,14032,3277
1,12,Reputation,13898,2,869,2866,14063,3277
7,12,Reputation,13898,16,869,2866,14211,3277
3,12,Reputation,13898,7,869,2866,14235,3277
0,12,Reputation,13898,4,869,2866,14249,3277
0,12,Reputation,13898,1,869,2866,14453,3277
0,12,Reputation,13898,0,869,2866,14614,3277
0,12,Reputation,13898,4,869,2866,14622,3277
8,12,Reputation,13898,1,869,2866,14707,3277
0,12,Reputation,13898,1,869,2866,14751,3277
1,12,Reputation,13898,4,869,2866,14759,3277
4,12,Reputation,13898,3,869,2866,14760,3277
0,12,Reputation,13898,2,869,2866,14841,3277
2,12,Reputation,13898,6,869,2866,14988,3277
0,12,Reputation,13898,6,869,2866,15013,3277
8,12,Reputation,13898,4,869,2866,15015,3277
7,12,Reputation,13898,3,869,2866,15041,3277
3,12,Reputation,13898,8,869,2866,15212,3277
6,12,Reputation,13898,7,869,2866,15313,3277
0,12,Reputation,13898,3,869,2866,15504,3277
0,12,Reputation,13898,2,869,2866,15633,3277
1,12,Reputation,13898,3,869,2866,15637,3277
1,12,Reputation,13898,4,869,2866,15831,3277
0,12,Reputation,13898,1,869,2866,15835,3277
0,12,Reputation,13898,0,869,2866,15892,3277
1,12,Reputation,13898,5,869,2866,15956,3277
2,12,Reputation,13898,1,869,2866,16004,3277
5,12,Reputation,13898,4,869,2866,16007,3277
4,12,Reputation,13898,3,869,2866,16097,3277
9,12,Reputation,13898,1,869,2866,16100,3277
9,12,Reputation,13898,4,869,2866,16226,3277
0,12,Reputation,13898,1,869,2866,16269,3277
0,12,Reputation,13898,5,869,2866,16311,3277
2,12,Reputation,13898,10,869,2866,16335,3277
2,12,Reputation,13898,2,869,2866,16391,3277
2,12,Reputation,13898,4,869,2866,16450,3277
5,12,Reputation,13898,5,869,2866,16525,3277
1,12,Reputation,13898,3,869,2866,16550,3277
3,12,Reputation,13898,3,869,2866,16586,3277
0,12,Reputation,13898,2,869,2866,16587,3277
0,12,Reputation,13898,6,869,2866,16987,3277
2,12,Reputation,13898,2,869,2866,17027,3277
0,12,Reputation,13898,2,869,2866,17031,3277
1,12,Reputation,13898,1,869,2866,17034,3277
0,12,Reputation,13898,1,869,2866,17102,3277
4,12,Reputation,13898,8,869,2866,17147,3277
0,12,Reputation,13898,2,869,2866,17308,3277
0,12,Reputation,13898,3,869,2866,17382,3277
0,12,Reputation,13898,4,869,2866,17475,3277
0,12,Reputation,13898,2,869,2866,17514,3277
1,12,Reputation,13898,2,869,2866,17630,3277
4,12,Reputation,13898,4,869,2866,17796,3277
0,12,Reputation,13898,1,869,2866,17814,3277
7,12,Reputation,13898,4,869,2866,17893,3277
1,12,Reputation,13898,12,869,2866,18136,3277
2,12,Reputation,13898,1,869,2866,18138,3277
2,12,Reputation,13898,3,869,2866,18281,3277
2,12,Reputation,13898,1,869,2866,18307,3277
2,12,Reputation,13898,2,869,2866,18419,3277
1,12,Reputation,13898,6,869,2866,18482,3277
1,12,Reputation,13898,3,869,2866,18514,3277
1,12,Reputation,13898,1,869,2866,18624,3277
0,12,Reputation,13898,1,869,2866,18893,3277
3,12,Reputation,13898,2,869,2866,18918,3277
1,12,Reputation,13898,4,869,2866,19070,3277
3,12,Reputation,13898,2,869,2866,19267,3277
3,12,Reputation,13898,5,869,2866,19306,3277
0,12,Reputation,13898,4,869,2866,19428,3277
3,12,Reputation,13898,1,869,2866,19575,3277
0,12,Reputation,13898,3,869,2866,19595,3277
3,12,Reputation,13898,5,869,2866,19645,3277
1,12,Reputation,13898,12,869,2866,19694,3277
0,12,Reputation,13898,3,869,2866,20017,3277
1,12,Reputation,13898,5,869,2866,20027,3277
3,12,Reputation,13898,3,869,2866,20028,3277
1,12,Reputation,13898,15,869,2866,20103,3277
6,12,Reputation,13898,5,869,2866,20108,3277
0,12,Reputation,13898,1,869,2866,20528,3277
12,12,Reputation,13898,4,869,2866,20713,3277
5,12,Reputation,13898,2,869,2866,20800,3277
1,12,Reputation,13898,2,869,2866,21157,3277
1,12,Reputation,13898,14,869,2866,21226,3277
2,12,Reputation,13898,3,869,2866,21443,3277
0,12,Reputation,13898,6,869,2866,21937,3277
2,12,Reputation,13898,3,869,2866,21968,3277
3,12,Reputation,13898,3,869,2866,22147,3277
2,12,Reputation,13898,3,869,2866,22213,3277
6,12,Reputation,13898,21,869,2866,22331,3277
2,12,Reputation,13898,1,869,2866,22379,3277
1,12,Reputation,13898,2,869,2866,22380,3277
0,12,Reputation,13898,24,869,2866,22520,3277
5,12,Reputation,13898,22,869,2866,22571,3277
0,12,Reputation,13898,2,869,2866,22867,3277
2,12,Reputation,13898,9,869,2866,22889,3277
1,12,Reputation,13898,3,869,2866,23606,3277
1,12,Reputation,13898,2,869,2866,23685,3277
1,12,Reputation,13898,4,869,2866,24478,3277
0,12,Reputation,13898,3,869,2866,24891,3277
1,12,Reputation,13898,1,869,2866,25638,3277
4,12,Reputation,13898,9,869,2866,25777,3277
0,12,Reputation,13898,1,869,2866,25782,3277
0,12,Reputation,13898,4,869,2866,25897,3277
3,12,Reputation,13898,2,869,2866,25921,3277
5,12,Reputation,13898,3,869,2866,25963,3277
3,12,Reputation,13898,4,869,2866,26111,3277
4,12,Reputation,13898,5,869,2866,26775,3277
2,12,Reputation,13898,2,869,2866,26869,3277
1,12,Reputation,13898,3,869,2866,27330,3277
3,12,Reputation,13898,1,869,2866,28009,3277
0,12,Reputation,13898,1,869,2866,28657,3277
2,12,Reputation,13898,8,869,2866,28914,3277
0,12,Reputation,13898,1,869,2866,29237,3277
0,12,Reputation,13898,2,869,2866,30046,3277
2,12,Reputation,13898,7,869,2866,30616,3277
1,12,Reputation,13898,3,869,2866,30672,3277
0,12,Reputation,13898,3,869,2866,30724,3277
4,12,Reputation,13898,3,869,2866,30783,3277
2,12,Reputation,13898,5,869,2866,30792,3277
0,12,Reputation,13898,1,869,2866,30810,3277
2,12,Reputation,13898,18,869,2866,31291,3277
2,12,Reputation,13898,5,869,2866,31297,3277
7,12,Reputation,13898,7,869,2866,31384,3277
2,12,Reputation,13898,4,869,2866,31425,3277
3,12,Reputation,13898,6,869,2866,31468,3277
5,12,Reputation,13898,3,869,2866,31877,3277
0,12,Reputation,13898,5,869,2866,31914,3277
1,12,Reputation,13898,6,869,2866,31979,3277
0,12,Reputation,13898,0,869,2866,31983,3277
0,12,Reputation,13898,0,869,2866,31987,3277
1,12,Reputation,13898,5,869,2866,32153,3277
0,12,Reputation,13898,2,869,2866,32274,3277
4,12,Reputation,13898,2,869,2866,32330,3277
4,12,Reputation,13898,2,869,2866,32366,3277
3,12,Reputation,13898,9,869,2866,32604,3277
0,12,Reputation,13898,3,869,2866,32943,3277
2,12,Reputation,13898,11,869,2866,33170,3277
1,12,Reputation,13898,4,869,2866,33837,3277
0,12,Reputation,13898,2,869,2866,34039,3277
0,12,Reputation,13898,3,869,2866,34352,3277
4,12,Reputation,13898,5,869,2866,34576,3277
0,12,Reputation,13898,4,869,2866,34734,3277
2,12,Reputation,13898,4,869,2866,34759,3277
6,12,Reputation,13898,2,869,2866,34878,3277
9,12,Reputation,13898,4,869,2866,35121,3277
3,12,Reputation,13898,10,869,2866,35653,3277
0,12,Reputation,13898,9,869,2866,36158,3277
1,12,Reputation,13898,1,869,2866,36200,3277
0,12,Reputation,13898,2,869,2866,37414,3277
0,12,Reputation,13898,6,869,2866,38714,3277
2,12,Reputation,13898,1,869,2866,38821,3277
0,12,Reputation,13898,0,869,2866,38823,3277
0,12,Reputation,13898,3,869,2866,40573,3277
1,12,Reputation,13898,2,869,2866,40637,3277
1,12,Reputation,13898,5,869,2866,40933,3277
0,12,Reputation,13898,4,869,2866,41181,3277
0,12,Reputation,13898,4,869,2866,41580,3277
2,12,Reputation,13898,3,869,2866,41584,3277
2,12,Reputation,13898,4,869,2866,43035,3277
7,12,Reputation,13898,4,869,2866,43224,3277
0,12,Reputation,13898,2,869,2866,43285,3277
4,12,Reputation,13898,1,869,2866,43888,3277
1,12,Reputation,13898,4,869,2866,43931,3277
3,12,Reputation,13898,2,869,2866,44290,3277
1,12,Reputation,13898,3,869,2866,44916,3277
0,12,Reputation,13898,1,869,2866,47477,3277
4,12,Reputation,13898,2,869,2866,47534,3277
0,12,Reputation,13898,3,869,2866,48239,3277
0,12,Reputation,13898,1,869,2866,48503,3277
2,12,Reputation,13898,7,869,2866,48859,3277
0,12,Reputation,13898,1,869,2866,49355,3277
4,12,Reputation,13898,4,869,2866,49477,3277
0,12,Reputation,13898,4,869,2866,49723,3277
0,12,Reputation,13898,2,869,2866,49973,3277
0,12,Reputation,13898,2,869,2866,50118,3277
8,12,Reputation,13898,20,869,2866,50610,3277
2,12,Reputation,13898,9,869,2866,50758,3277
5,12,Reputation,13898,2,869,2866,50921,3277
3,12,Reputation,13898,38,869,2866,51471,3277
0,12,Reputation,13898,5,869,2866,51585,3277
0,12,Reputation,13898,2,869,2866,51825,3277
0,12,Reputation,13898,2,869,2866,52066,3277
2,12,Reputation,13898,2,869,2866,52113,3277
6,12,Reputation,13898,2,869,2866,52584,3277
3,12,Reputation,13898,1,869,2866,52765,3277
1,12,Reputation,13898,13,869,2866,52863,3277
0,12,Reputation,13898,1,869,2866,53417,3277
2,12,Reputation,13898,1,869,2866,55160,3277
0,12,Reputation,13898,6,869,2866,55387,3277
3,12,Reputation,13898,3,869,2866,55516,3277
1,12,Reputation,13898,4,869,2866,55576,3277
3,12,Reputation,13898,3,869,2866,55802,3277
0,12,Reputation,13898,0,869,2866,57788,3277
2,12,Reputation,13898,2,869,2866,57994,3277
0,12,Reputation,13898,3,869,2866,59468,3277
2,12,Reputation,13898,4,869,2866,61910,3277
0,12,Reputation,13898,2,869,2866,62392,3277
16,12,Reputation,13898,13,869,2866,62699,3277
1,12,Reputation,13898,5,869,2866,63549,3277
0,12,Reputation,13898,4,869,2866,63639,3277
3,12,Reputation,13898,0,869,2866,64742,3277
0,12,Reputation,13898,0,869,2866,65535,3277
0,12,Reputation,13898,1,869,2866,65552,3277
4,12,Reputation,13898,24,869,2866,65817,3277
0,12,Reputation,13898,1,869,2866,67735,3277
1,12,Reputation,13898,2,869,2866,68965,3277
2,12,Reputation,13898,4,869,2866,69041,3277
3,12,Reputation,13898,3,869,2866,69206,3277
2,12,Reputation,13898,2,869,2866,70808,3277
3,12,Reputation,13898,19,869,2866,70910,3277
1,12,Reputation,13898,1,869,2866,71477,3277
0,12,Reputation,13898,6,869,2866,71571,3277
2,12,Reputation,13898,3,869,2866,72028,3277
0,12,Reputation,13898,0,869,2866,72538,3277
3,12,Reputation,13898,4,869,2866,73118,3277
2,12,Reputation,13898,5,869,2866,73137,3277
0,12,Reputation,13898,1,869,2866,73380,3277
2,12,Reputation,13898,13,869,2866,73869,3277
8,12,Reputation,13898,14,869,2866,73876,3277
4,12,Reputation,13898,1,869,2866,74253,3277
0,12,Reputation,13898,3,869,2866,74516,3277
4,12,Reputation,13898,2,869,2866,76200,3277
12,12,Reputation,13898,3,869,2866,76819,3277
0,12,Reputation,13898,2,869,2866,77309,3277
6,12,Reputation,13898,8,869,2866,79043,3277
8,12,Reputation,13898,3,869,2866,79919,3277
0,12,Reputation,13898,2,869,2866,80576,3277
6,12,Reputation,13898,4,869,2866,81114,3277
2,12,Reputation,13898,9,869,2866,81494,3277
3,12,Reputation,13898,0,869,2866,81549,3277
0,12,Reputation,13898,6,869,2866,81992,3277
0,12,Reputation,13898,1,869,2866,82718,3277
4,12,Reputation,13898,5,869,2866,82905,3277
13,12,Reputation,13898,4,869,2866,83114,3277
4,12,Reputation,13898,4,869,2866,83370,3277
1,12,Reputation,13898,5,869,2866,83907,3277
0,12,Reputation,13898,1,869,2866,85720,3277
0,12,Reputation,13898,3,869,2866,88553,3277
9,12,Reputation,13898,3,869,2866,88927,3277
0,12,Reputation,13898,7,869,2866,89156,3277
2,12,Reputation,13898,3,869,2866,90394,3277
6,12,Reputation,13898,1,869,2866,90901,3277
2,12,Reputation,13898,1,869,2866,91976,3277
6,12,Reputation,13898,3,869,2866,91985,3277
0,12,Reputation,13898,0,869,2866,92512,3277
0,12,Reputation,13898,4,869,2866,92803,3277
14,12,Reputation,13898,7,869,2866,94104,3277
11,12,Reputation,13898,13,869,2866,95106,3277
0,12,Reputation,13898,2,869,2866,95274,3277
0,12,Reputation,13898,0,869,2866,99045,3277
0,12,Reputation,13898,1,869,2866,99221,3277
0,12,Reputation,13898,0,869,2866,99291,3277
2,12,Reputation,13898,4,869,2866,100076,3277
1,12,Reputation,13898,2,869,2866,101398,3277
4,12,Reputation,13898,2,869,2866,102999,3277
1,12,Reputation,13898,5,869,2866,103195,3277
1,12,Reputation,13898,3,869,2866,103364,3277
0,12,Reputation,13898,0,869,2866,103794,3277
0,12,Reputation,13898,0,869,2866,104826,3277
0,12,Reputation,13898,1,869,2866,104957,3277
3,12,Reputation,13898,2,869,2866,105116,3277
0,12,Reputation,13898,5,869,2866,110546,3277
2,56,Reputation,19585,25,155,6948,9781,4253
3,56,Reputation,19585,7,155,6948,9782,4253
3,56,Reputation,19585,4,155,6948,9877,4253
6,56,Reputation,19585,7,155,6948,10026,4253
0,56,Reputation,19585,3,155,6948,10108,4253
0,56,Reputation,19585,10,155,6948,10164,4253
0,56,Reputation,19585,1,155,6948,10270,4253
0,56,Reputation,19585,2,155,6948,10294,4253
6,56,Reputation,19585,3,155,6948,10313,4253
0,56,Reputation,19585,2,155,6948,10405,4253
10,56,Reputation,19585,7,155,6948,10462,4253
0,56,Reputation,19585,9,155,6948,10518,4253
0,56,Reputation,19585,4,155,6948,10654,4253
2,56,Reputation,19585,3,155,6948,10706,4253
3,56,Reputation,19585,4,155,6948,10708,4253
5,56,Reputation,19585,6,155,6948,10786,4253
1,56,Reputation,19585,5,155,6948,10980,4253
2,56,Reputation,19585,4,155,6948,11002,4253
2,56,Reputation,19585,32,155,6948,11080,4253
4,56,Reputation,19585,4,155,6948,11116,4253
1,56,Reputation,19585,6,155,6948,11144,4253
3,56,Reputation,19585,4,155,6948,11254,4253
3,56,Reputation,19585,6,155,6948,11275,4253
0,56,Reputation,19585,5,155,6948,11276,4253
12,56,Reputation,19585,4,155,6948,11344,4253
10,56,Reputation,19585,4,155,6948,11482,4253
0,56,Reputation,19585,3,155,6948,11483,4253
9,56,Reputation,19585,3,155,6948,11514,4253
2,56,Reputation,19585,11,155,6948,11571,4253
1,56,Reputation,19585,2,155,6948,11593,4253
1,56,Reputation,19585,4,155,6948,11666,4253
0,56,Reputation,19585,14,155,6948,11683,4253
1,56,Reputation,19585,8,155,6948,11710,4253
0,56,Reputation,19585,13,155,6948,11742,4253
0,56,Reputation,19585,1,155,6948,11782,4253
2,56,Reputation,19585,5,155,6948,11824,4253
2,56,Reputation,19585,4,155,6948,12018,4253
2,56,Reputation,19585,9,155,6948,12171,4253
0,56,Reputation,19585,1,155,6948,12259,4253
2,56,Reputation,19585,1,155,6948,12317,4253
0,56,Reputation,19585,2,155,6948,12368,4253
1,56,Reputation,19585,13,155,6948,12716,4253
0,56,Reputation,19585,3,155,6948,12778,4253
2,56,Reputation,19585,8,155,6948,12865,4253
0,56,Reputation,19585,1,155,6948,13109,4253
0,56,Reputation,19585,2,155,6948,13288,4253
4,56,Reputation,19585,4,155,6948,13336,4253
3,56,Reputation,19585,2,155,6948,13461,4253
3,56,Reputation,19585,8,155,6948,14178,4253
4,56,Reputation,19585,1,155,6948,14201,4253
3,56,Reputation,19585,55,155,6948,14218,4253
3,56,Reputation,19585,36,155,6948,14230,4253
3,56,Reputation,19585,6,155,6948,14550,4253
5,56,Reputation,19585,4,155,6948,14559,4253
0,56,Reputation,19585,8,155,6948,14591,4253
0,56,Reputation,19585,10,155,6948,14638,4253
1,56,Reputation,19585,3,155,6948,14700,4253
0,56,Reputation,19585,2,155,6948,15054,4253
4,56,Reputation,19585,2,155,6948,15165,4253
0,56,Reputation,19585,1,155,6948,15700,4253
4,56,Reputation,19585,12,155,6948,15795,4253
1,56,Reputation,19585,16,155,6948,17113,4253
4,56,Reputation,19585,4,155,6948,17420,4253
0,56,Reputation,19585,4,155,6948,17445,4253
0,56,Reputation,19585,2,155,6948,17477,4253
2,56,Reputation,19585,1,155,6948,17524,4253
3,56,Reputation,19585,13,155,6948,17572,4253
7,56,Reputation,19585,2,155,6948,17573,4253
0,56,Reputation,19585,1,155,6948,17619,4253
7,56,Reputation,19585,2,155,6948,17648,4253
3,56,Reputation,19585,15,155,6948,17704,4253
0,56,Reputation,19585,2,155,6948,17705,4253
5,56,Reputation,19585,5,155,6948,17804,4253
4,56,Reputation,19585,5,155,6948,18141,4253
11,56,Reputation,19585,8,155,6948,18245,4253
6,56,Reputation,19585,8,155,6948,18253,4253
0,56,Reputation,19585,5,155,6948,18412,4253
3,56,Reputation,19585,3,155,6948,18676,4253
0,56,Reputation,19585,3,155,6948,18717,4253
5,56,Reputation,19585,7,155,6948,18772,4253
0,56,Reputation,19585,2,155,6948,18813,4253
0,56,Reputation,19585,2,155,6948,19287,4253
0,56,Reputation,19585,1,155,6948,19297,4253
2,56,Reputation,19585,1,155,6948,19298,4253
0,56,Reputation,19585,2,155,6948,19438,4253
1,56,Reputation,19585,6,155,6948,19539,4253
2,56,Reputation,19585,3,155,6948,19573,4253
2,56,Reputation,19585,2,155,6948,19733,4253
1,56,Reputation,19585,4,155,6948,19865,4253
0,56,Reputation,19585,2,155,6948,20033,4253
2,56,Reputation,19585,19,155,6948,20190,4253
1,56,Reputation,19585,4,155,6948,20318,4253
0,56,Reputation,19585,1,155,6948,20536,4253
5,56,Reputation,19585,0,155,6948,20611,4253
2,56,Reputation,19585,4,155,6948,21260,4253
0,56,Reputation,19585,8,155,6948,21483,4253
0,56,Reputation,19585,3,155,6948,21629,4253
3,56,Reputation,19585,4,155,6948,21763,4253
2,56,Reputation,19585,2,155,6948,21988,4253
6,56,Reputation,19585,5,155,6948,22190,4253
0,56,Reputation,19585,4,155,6948,22314,4253
6,56,Reputation,19585,5,155,6948,22395,4253
5,56,Reputation,19585,2,155,6948,22397,4253
1,56,Reputation,19585,24,155,6948,22523,4253
3,56,Reputation,19585,4,155,6948,22641,4253
5,56,Reputation,19585,4,155,6948,22942,4253
0,56,Reputation,19585,3,155,6948,22960,4253
4,56,Reputation,19585,11,155,6948,23045,4253
4,56,Reputation,19585,11,155,6948,23131,4253
3,56,Reputation,19585,6,155,6948,23287,4253
0,56,Reputation,19585,1,155,6948,23869,4253
0,56,Reputation,19585,2,155,6948,24071,4253
2,56,Reputation,19585,2,155,6948,24085,4253
5,56,Reputation,19585,4,155,6948,25546,4253
7,56,Reputation,19585,15,155,6948,25941,4253
0,56,Reputation,19585,10,155,6948,26055,4253
4,56,Reputation,19585,6,155,6948,26532,4253
0,56,Reputation,19585,2,155,6948,26595,4253
0,56,Reputation,19585,3,155,6948,26751,4253
5,56,Reputation,19585,0,155,6948,26850,4253
5,56,Reputation,19585,3,155,6948,27028,4253
7,56,Reputation,19585,2,155,6948,27458,4253
1,56,Reputation,19585,9,155,6948,27606,4253
7,56,Reputation,19585,6,155,6948,28778,4253
4,56,Reputation,19585,1,155,6948,28922,4253
6,56,Reputation,19585,3,155,6948,30184,4253
2,56,Reputation,19585,2,155,6948,31189,4253
2,56,Reputation,19585,5,155,6948,31480,4253
0,56,Reputation,19585,2,155,6948,31767,4253
3,56,Reputation,19585,5,155,6948,33667,4253
2,56,Reputation,19585,11,155,6948,33761,4253
0,56,Reputation,19585,2,155,6948,35427,4253
1,56,Reputation,19585,4,155,6948,38113,4253
2,56,Reputation,19585,11,155,6948,40739,4253
2,56,Reputation,19585,3,155,6948,43227,4253
1,56,Reputation,19585,6,155,6948,43827,4253
6,56,Reputation,19585,3,155,6948,43897,4253
2,56,Reputation,19585,7,155,6948,44330,4253
4,56,Reputation,19585,8,155,6948,44936,4253
2,56,Reputation,19585,7,155,6948,46344,4253
2,56,Reputation,19585,4,155,6948,47037,4253
0,56,Reputation,19585,3,155,6948,48106,4253
4,56,Reputation,19585,3,155,6948,48138,4253
0,56,Reputation,19585,2,155,6948,48352,4253
0,56,Reputation,19585,1,155,6948,48631,4253
1,56,Reputation,19585,1,155,6948,48844,4253
3,56,Reputation,19585,3,155,6948,49016,4253
8,56,Reputation,19585,1,155,6948,49024,4253
1,56,Reputation,19585,10,155,6948,49954,4253
3,56,Reputation,19585,4,155,6948,50092,4253
2,56,Reputation,19585,1,155,6948,51164,4253
2,56,Reputation,19585,2,155,6948,51165,4253
0,56,Reputation,19585,2,155,6948,51236,4253
0,56,Reputation,19585,4,155,6948,51466,4253
0,56,Reputation,19585,1,155,6948,51540,4253
0,56,Reputation,19585,2,155,6948,51599,4253
9,56,Reputation,19585,2,155,6948,51658,4253
4,56,Reputation,19585,2,155,6948,53348,4253
3,56,Reputation,19585,2,155,6948,54492,4253
5,56,Reputation,19585,2,155,6948,54531,4253
4,56,Reputation,19585,8,155,6948,54921,4253
0,56,Reputation,19585,4,155,6948,55628,4253
9,56,Reputation,19585,1,155,6948,55765,4253
0,56,Reputation,19585,1,155,6948,55823,4253
1,56,Reputation,19585,2,155,6948,56754,4253
3,56,Reputation,19585,2,155,6948,57002,4253
11,56,Reputation,19585,3,155,6948,57613,4253
0,56,Reputation,19585,1,155,6948,58049,4253
3,56,Reputation,19585,2,155,6948,58182,4253
0,56,Reputation,19585,5,155,6948,58387,4253
0,56,Reputation,19585,3,155,6948,58580,4253
0,56,Reputation,19585,2,155,6948,58648,4253
0,56,Reputation,19585,5,155,6948,58761,4253
4,56,Reputation,19585,3,155,6948,58869,4253
0,56,Reputation,19585,3,155,6948,58996,4253
0,56,Reputation,19585,4,155,6948,59123,4253
4,56,Reputation,19585,2,155,6948,59126,4253
4,56,Reputation,19585,8,155,6948,59128,4253
4,56,Reputation,19585,8,155,6948,59210,4253
1,56,Reputation,19585,2,155,6948,60945,4253
0,56,Reputation,19585,0,155,6948,61166,4253
2,56,Reputation,19585,2,155,6948,61516,4253
5,56,Reputation,19585,6,155,6948,61550,4253
1,56,Reputation,19585,9,155,6948,61865,4253
0,56,Reputation,19585,4,155,6948,61983,4253
0,56,Reputation,19585,3,155,6948,62192,4253
0,56,Reputation,19585,2,155,6948,62194,4253
0,56,Reputation,19585,2,155,6948,62341,4253
0,56,Reputation,19585,1,155,6948,62563,4253
2,56,Reputation,19585,6,155,6948,62572,4253
4,56,Reputation,19585,0,155,6948,62578,4253
6,56,Reputation,19585,4,155,6948,62639,4253
2,56,Reputation,19585,2,155,6948,62937,4253
6,56,Reputation,19585,11,155,6948,62954,4253
9,56,Reputation,19585,2,155,6948,63127,4253
0,56,Reputation,19585,2,155,6948,63338,4253
8,56,Reputation,19585,4,155,6948,63847,4253
