,_id,category_code,founded_year,geojson,latitude,longitude,name,number_of_employees,total_money_raised,empresas_cerca
2883,5cd45d120c24ecd1b9ca2cab,public_relations,2008,"{'type': 'Point', 'coordinates': [-117.669199, 33.56687]}",33.56687,-117.669199,SmallBusinessExpo,2,$0,1
3767,5cd45d120c24ecd1b9ca301f,mobile,2009,"{'type': 'Point', 'coordinates': [-93.621998, 41.581232]}",41.581232,-93.621998,BitMethod,6,$50k,1
2833,5cd45d120c24ecd1b9ca2c79,search,2007,"{'type': 'Point', 'coordinates': [-84.3784294, 33.8883991]}",33.8883991,-84.3784294,Sturvs,7,$0,1
2881,5cd45d120c24ecd1b9ca2ca9,games_video,2008,"{'type': 'Point', 'coordinates': [5.2092075, 52.1424695]}",52.1424695,5.2092075,SAMP2,10,$0,1
3769,5cd45d120c24ecd1b9ca3021,software,2009,"{'type': 'Point', 'coordinates': [-87.6664837, 41.9174637]}",41.9174637,-87.6664837,Eventric,10,$0,1
2880,5cd45d120c24ecd1b9ca2ca8,mobile,2007,"{'type': 'Point', 'coordinates': [-0.8809904, 41.6329538]}",41.6329538,-0.8809904,SevenClick,8,$0,1
2879,5cd45d120c24ecd1b9ca2ca7,software,2008,"{'type': 'Point', 'coordinates': [-77.164776, 38.804559]}",38.804559,-77.164776,AdJuggler,27,$0,1
3910,5cd45d120c24ecd1b9ca30ae,web,2006,"{'type': 'Point', 'coordinates': [10.0177531, 53.5543901]}",53.5543901,10.0177531,jogmap media,3,$0,1
3771,5cd45d120c24ecd1b9ca3023,software,2007,"{'type': 'Point', 'coordinates': [-85.0957662, 34.9790168]}",34.9790168,-85.0957662,Virtuosant Technology,15,$0,1
2878,5cd45d120c24ecd1b9ca2ca6,mobile,2007,"{'type': 'Point', 'coordinates': [149.133191, -35.321403]}",-35.321403,149.133191,Perkler,5,$0,1
2877,5cd45d120c24ecd1b9ca2ca5,software,2003,"{'type': 'Point', 'coordinates': [-122.3262074, 37.5374322]}",37.5374322,-122.3262074,Untangle,16,$33.2M,1
3773,5cd45d120c24ecd1b9ca3025,biotech,2002,"{'type': 'Point', 'coordinates': [-96.8300836, 33.0382884]}",33.0382884,-96.8300836,Innovative Spinal Technologies,23,$18M,1
3775,5cd45d120c24ecd1b9ca3027,biotech,2003,"{'type': 'Point', 'coordinates': [-122.240937, 37.723803]}",37.723803,-122.240937,Singulex,25,$127M,1
2891,5cd45d120c24ecd1b9ca2cb3,ecommerce,2006,"{'type': 'Point', 'coordinates': [-76.93873, 38.992699]}",38.992699,-76.93873,Goozex,5,$0,1
2892,5cd45d120c24ecd1b9ca2cb4,software,2006,"{'type': 'Point', 'coordinates': [-79.923411, 40.461149]}",40.461149,-79.923411,deeplocal,8,$0,1
3761,5cd45d120c24ecd1b9ca3019,enterprise,2008,"{'type': 'Point', 'coordinates': [-118.3814329, 34.030479]}",34.030479,-118.3814329,RxVantage,15,$2.75M,1
3759,5cd45d120c24ecd1b9ca3017,mobile,2009,"{'type': 'Point', 'coordinates': [-80.1899371, 26.0607497]}",26.0607497,-80.1899371,Kloud Mobile,10,$0,1
2912,5cd45d120c24ecd1b9ca2cc8,search,2008,"{'type': 'Point', 'coordinates': [-73.9948358, 40.6599808]}",40.6599808,-73.9948358,Hyperpot,5,$550k,1
3740,5cd45d120c24ecd1b9ca3004,other,2005,"{'type': 'Point', 'coordinates': [-80.3992652, 25.6653934]}",25.6653934,-80.3992652,NannyToYou,17,$0,1
2910,5cd45d120c24ecd1b9ca2cc6,network_hosting,2006,"{'type': 'Point', 'coordinates': [-73.347807, 40.899937]}",40.899937,-73.347807,Sysgen Media,5,$0,1
2908,5cd45d120c24ecd1b9ca2cc4,software,2005,"{'type': 'Point', 'coordinates': [-118.7445257, 34.142874]}",34.142874,-118.7445257,Appulate,20,$0,1
3743,5cd45d120c24ecd1b9ca3007,consulting,2004,"{'type': 'Point', 'coordinates': [100.5517604, 13.7424752]}",13.7424752,100.5517604,Soho Properties,15,$0,1
3744,5cd45d120c24ecd1b9ca3008,web,2009,"{'type': 'Point', 'coordinates': [2.336453, 48.882769]}",48.882769,2.336453,YesOrNow,3,$0,1
3913,5cd45d120c24ecd1b9ca30b1,software,2001,"{'type': 'Point', 'coordinates': [-93.161038, 44.948786]}",44.948786,-93.161038,MentorMate,216,$0,1
2906,5cd45d120c24ecd1b9ca2cc2,network_hosting,2002,"{'type': 'Point', 'coordinates': [-105.124465, 40.138979]}",40.138979,-105.124465,Copan Systems,144,$68.4M,1
3745,5cd45d120c24ecd1b9ca3009,mobile,2005,"{'type': 'Point', 'coordinates': [11.4077276, 44.5143838]}",44.5143838,11.4077276,Waymedia,14,$0,1
2905,5cd45d120c24ecd1b9ca2cc1,games_video,2007,"{'type': 'Point', 'coordinates': [6.6906699, 51.1977634]}",51.1977634,6.6906699,LoomTV,10,$0,1
2904,5cd45d120c24ecd1b9ca2cc0,web,2006,"{'type': 'Point', 'coordinates': [73.829965, 18.5301642]}",18.5301642,73.829965,Evolve Technologies,20,$0,1
2903,5cd45d120c24ecd1b9ca2cbf,ecommerce,2004,"{'type': 'Point', 'coordinates': [-87.666193, 41.87743]}",41.87743,-87.666193,TimeXchange,6,$0,1
2902,5cd45d120c24ecd1b9ca2cbe,software,2002,"{'type': 'Point', 'coordinates': [-73.878913, 42.695348]}",42.695348,-73.878913,Acquirelists,250,$0,1
2900,5cd45d120c24ecd1b9ca2cbc,web,2009,"{'type': 'Point', 'coordinates': [-77.0852258, 38.9169394]}",38.9169394,-77.0852258,GrouperEye,3,$0,1
3746,5cd45d120c24ecd1b9ca300a,mobile,2000,"{'type': 'Point', 'coordinates': [-94.8199662, 45.6680631]}",45.6680631,-94.8199662,OnMobile,1600,$0,1
3749,5cd45d120c24ecd1b9ca300d,music,2009,"{'type': 'Point', 'coordinates': [12.4834691, 41.9251196]}",41.9251196,12.4834691,Stereomood,12,$0,1
3750,5cd45d120c24ecd1b9ca300e,biotech,2008,"{'type': 'Point', 'coordinates': [-117.218164, 32.902576]}",32.902576,-117.218164,Pathway Genomics,100,$0,1
3752,5cd45d120c24ecd1b9ca3010,software,2008,"{'type': 'Point', 'coordinates': [-94.483334, 39.156427]}",39.156427,-94.483334,Engagement Systems,80,$0,1
3753,5cd45d120c24ecd1b9ca3011,advertising,2006,"{'type': 'Point', 'coordinates': [-122.376572, 37.598478]}",37.598478,-122.376572,Gen-Y Media,25,$0,1
2897,5cd45d120c24ecd1b9ca2cb9,consulting,2008,"{'type': 'Point', 'coordinates': [-97.1955592, 32.6826815]}",32.6826815,-97.1955592,Sixteen Ventures,3,$0,1
3757,5cd45d120c24ecd1b9ca3015,software,2003,"{'type': 'Point', 'coordinates': [17.008263, 51.0853553]}",51.0853553,17.008263,Akond Lab,10,$0,1
3778,5cd45d120c24ecd1b9ca302a,software,2000,"{'type': 'Point', 'coordinates': [-105.236011, 40.020421]}",40.020421,-105.236011,MD-IT,1000,$11.1M,1
2875,5cd45d120c24ecd1b9ca2ca3,advertising,2004,"{'type': 'Point', 'coordinates': [-81.038477, 34.001767]}",34.001767,-81.038477,Period Three,6,$0,1
2874,5cd45d120c24ecd1b9ca2ca2,web,2007,"{'type': 'Point', 'coordinates': [151.759625, -32.937528]}",-32.937528,151.759625,Conversant Media,2,$0,1
3796,5cd45d120c24ecd1b9ca303c,other,2008,"{'type': 'Point', 'coordinates': [107.69033, -6.903247]}",-6.903247,107.69033,ActiveBox,12,$0,1
3903,5cd45d120c24ecd1b9ca30a7,consulting,2008,"{'type': 'Point', 'coordinates': [-76.684265, 39.2569898]}",39.2569898,-76.684265,Kear IT,15,$0,1
3802,5cd45d120c24ecd1b9ca3042,web,2007,"{'type': 'Point', 'coordinates': [-0.1162418, 51.5793731]}",51.5793731,-0.1162418,GetItWithMe,5,$0,1
2849,5cd45d120c24ecd1b9ca2c89,software,2004,"{'type': 'Point', 'coordinates': [-81.666101, 41.513652]}",41.513652,-81.666101,SparkBase,51,$10.5M,1
2848,5cd45d120c24ecd1b9ca2c88,advertising,2005,"{'type': 'Point', 'coordinates': [144.983243, -37.858685]}",-37.858685,144.983243,Clear Light Digital,15,$0,1
2847,5cd45d120c24ecd1b9ca2c87,software,2007,"{'type': 'Point', 'coordinates': [151.210048, -33.916323]}",-33.916323,151.210048,Beyond NG,2,$0,1
3803,5cd45d120c24ecd1b9ca3043,software,2008,"{'type': 'Point', 'coordinates': [-97.739316, 30.43385]}",30.43385,-97.739316,HomePros,15,$0,1
3804,5cd45d120c24ecd1b9ca3044,cleantech,2009,"{'type': 'Point', 'coordinates': [-105.0766501, 40.5932386]}",40.5932386,-105.0766501,Solix Biofuels,50,$68.8M,1
3805,5cd45d120c24ecd1b9ca3045,web,2007,"{'type': 'Point', 'coordinates': [4.348295, 50.8263475]}",50.8263475,4.348295,ExtraFootie,8,€300k,1
2844,5cd45d120c24ecd1b9ca2c84,advertising,2003,"{'type': 'Point', 'coordinates': [-83.747763, 42.299078]}",42.299078,-83.747763,RentLinx,3,$0,1
2843,5cd45d120c24ecd1b9ca2c83,software,2006,"{'type': 'Point', 'coordinates': [-84.2956, 34.0758]}",34.0758,-84.2956,Swyzzle,3,$90k,1
2842,5cd45d120c24ecd1b9ca2c82,games_video,2006,"{'type': 'Point', 'coordinates': [-1.2186724, 51.7577453]}",51.7577453,-1.2186724,Spoonfed,16,£477k,1
3807,5cd45d120c24ecd1b9ca3047,consulting,2008,"{'type': 'Point', 'coordinates': [-82.4102628, 29.5950852]}",29.5950852,-82.4102628,Novelty Systems,0,$0,1
3808,5cd45d120c24ecd1b9ca3048,network_hosting,2009,"{'type': 'Point', 'coordinates': [8.200653, 53.14967]}",53.14967,8.200653,youserbase,2,$0,1
3809,5cd45d120c24ecd1b9ca3049,web,2007,"{'type': 'Point', 'coordinates': [13.398504, 52.4947266]}",52.4947266,13.398504,Moviepilot,43,$7M,1
2839,5cd45d120c24ecd1b9ca2c7f,software,2008,"{'type': 'Point', 'coordinates': [-75.099101, 40.197932]}",40.197932,-75.099101,eShark Network,2,$0,1
3810,5cd45d120c24ecd1b9ca304a,other,2001,"{'type': 'Point', 'coordinates': [-91.129604, 30.46788]}",30.46788,-91.129604,Lime Kiln Camera,20,$0,1
2837,5cd45d120c24ecd1b9ca2c7d,ecommerce,2009,"{'type': 'Point', 'coordinates': [-71.442225, 42.610112]}",42.610112,-71.442225,iShopWiser,2,$0,1
2836,5cd45d120c24ecd1b9ca2c7c,consulting,2003,"{'type': 'Point', 'coordinates': [4.5131296, 50.822119]}",50.822119,4.5131296,Futurelab,8,$0,1
2835,5cd45d120c24ecd1b9ca2c7b,web,2008,"{'type': 'Point', 'coordinates': [-118.395346, 34.049246]}",34.049246,-118.395346,Trustworthy,5,$0,1
3813,5cd45d120c24ecd1b9ca304d,software,2009,"{'type': 'Point', 'coordinates': [-117.7769669, 33.5341548]}",33.5341548,-117.7769669,ResuWe,5,$0,1
3814,5cd45d120c24ecd1b9ca304e,ecommerce,2004,"{'type': 'Point', 'coordinates': [-80.678264, 28.2265028]}",28.2265028,-80.678264,Max Q Designs,14,$0,1
3798,5cd45d120c24ecd1b9ca303e,messaging,2009,"{'type': 'Point', 'coordinates': [0.0118608, 51.8205815]}",51.8205815,0.0118608,ipadio,15,$1.6M,1
2853,5cd45d120c24ecd1b9ca2c8d,search,2007,"{'type': 'Point', 'coordinates': [-71.133938, 42.346651]}",42.346651,-71.133938,Recipe Key,3,$0,1
3779,5cd45d120c24ecd1b9ca302b,enterprise,2008,"{'type': 'Point', 'coordinates': [-87.6679765, 41.8464166]}",41.8464166,-87.6679765,Dosensio,7,$0,1
3004,5cd45d120c24ecd1b9ca2d24,software,2007,"{'type': 'Point', 'coordinates': [29.003631, 41.043039]}",41.043039,29.003631,Botego,6,$0,1
2872,5cd45d120c24ecd1b9ca2ca0,software,2003,"{'type': 'Point', 'coordinates': [-115.177554, 36.252302]}",36.252302,-115.177554,Blue Sky POS,10,$0,1
3780,5cd45d120c24ecd1b9ca302c,cleantech,2008,"{'type': 'Point', 'coordinates': [-122.0236032, 37.9243593]}",37.9243593,-122.0236032,SolaRover,140,$0,1
2871,5cd45d120c24ecd1b9ca2c9f,software,2000,"{'type': 'Point', 'coordinates': [-71.221878, 42.48366]}",42.48366,-71.221878,Signiant,75,$10M,1
3907,5cd45d120c24ecd1b9ca30ab,software,2001,"{'type': 'Point', 'coordinates': [2.1255025, 48.8278444]}",48.8278444,2.1255025,Jalios,15,$0,1
3787,5cd45d120c24ecd1b9ca3033,network_hosting,2004,"{'type': 'Point', 'coordinates': [-0.1937731, 51.6104102]}",51.6104102,-0.1937731,En-Twyn,4,$0,1
3789,5cd45d120c24ecd1b9ca3035,software,2006,"{'type': 'Point', 'coordinates': [-93.2709923, 44.9851554]}",44.9851554,-93.2709923,C3 SoftWorks,8,$0,1
3790,5cd45d120c24ecd1b9ca3036,advertising,2007,"{'type': 'Point', 'coordinates': [-76.362583, 40.045238]}",40.045238,-76.362583,ProspectMX,11,$0,1
2866,5cd45d120c24ecd1b9ca2c9a,software,2008,"{'type': 'Point', 'coordinates': [-0.2075938, 51.4213618]}",51.4213618,-0.2075938,sexietv,5,$0,1
2865,5cd45d120c24ecd1b9ca2c99,software,2007,"{'type': 'Point', 'coordinates': [2.4772506, 48.7900014]}",48.7900014,2.4772506,PersonAll,10,$0,1
2864,5cd45d120c24ecd1b9ca2c98,software,2005,"{'type': 'Point', 'coordinates': [-83.7464742, 42.232512]}",42.232512,-83.7464742,Reactor Zero,10,$0,1
3791,5cd45d120c24ecd1b9ca3037,software,2007,"{'type': 'Point', 'coordinates': [-0.196306, 5.555717]}",5.555717,-0.196306,DreamOval,9,$0,1
3792,5cd45d120c24ecd1b9ca3038,consulting,2005,"{'type': 'Point', 'coordinates': [-1.5391117, 53.990615]}",53.990615,-1.5391117,GCDUK Search,2,$0,1
2862,5cd45d120c24ecd1b9ca2c96,fashion,2008,"{'type': 'Point', 'coordinates': [-74.0758333, 4.5980556]}",4.5980556,-74.0758333,Geelbe,13,$4.7M,1
3793,5cd45d120c24ecd1b9ca3039,web,2008,"{'type': 'Point', 'coordinates': [-73.9565551, 40.714279]}",40.714279,-73.9565551,Disrupto,7,$0,1
2860,5cd45d120c24ecd1b9ca2c94,advertising,2007,"{'type': 'Point', 'coordinates': [-77.552593, 39.108094]}",39.108094,-77.552593,UpClick Marketing,3,$0,1
3905,5cd45d120c24ecd1b9ca30a9,enterprise,2007,"{'type': 'Point', 'coordinates': [55.2373803, 25.1910055]}",25.1910055,55.2373803,Content Syndicate: Words on Demand,15,$1.5M,1
2859,5cd45d120c24ecd1b9ca2c93,network_hosting,2008,"{'type': 'Point', 'coordinates': [-3.9970381, 40.4086268]}",40.4086268,-3.9970381,Social Gaming Platform,3,$0,1
2857,5cd45d120c24ecd1b9ca2c91,public_relations,2007,"{'type': 'Point', 'coordinates': [-80.8686385, 35.088188]}",35.088188,-80.8686385,AsturTrade,5,$0,1
2856,5cd45d120c24ecd1b9ca2c90,web,2001,"{'type': 'Point', 'coordinates': [-5.36175, 43.3459015]}",43.3459015,-5.36175,NetAsturias Internet,10,$0,1
2855,5cd45d120c24ecd1b9ca2c8f,advertising,2004,"{'type': 'Point', 'coordinates': [-0.8874201, 41.6820833]}",41.6820833,-0.8874201,Cierzo Development,14,$0,1
3795,5cd45d120c24ecd1b9ca303b,web,2007,"{'type': 'Point', 'coordinates': [127.0263662, 37.56862]}",37.56862,127.0263662,FLYPEANUT Studio,7,$0,1
3003,5cd45d120c24ecd1b9ca2d23,mobile,2008,"{'type': 'Point', 'coordinates': [-0.1886272, 51.4918635]}",51.4918635,-0.1886272,AfterWorkDeals,1,$0,1
3065,5cd45d120c24ecd1b9ca2d61,advertising,2002,"{'type': 'Point', 'coordinates': [-116.966996, 32.653881]}",32.653881,-116.966996,Condesa,2,$0,1
3621,5cd45d120c24ecd1b9ca2f8d,web,2007,"{'type': 'Point', 'coordinates': [-76.616747, 39.298734]}",39.298734,-76.616747,Taipan Publishing Group,100,$0,1
3376,5cd45d120c24ecd1b9ca2e98,software,2008,"{'type': 'Point', 'coordinates': [144.9563945, -37.8361]}",-37.8361,144.9563945,Loop11,5,$0,1
3378,5cd45d120c24ecd1b9ca2e9a,web,2009,"{'type': 'Point', 'coordinates': [145.065044, -37.742893]}",-37.742893,145.065044,Trigora,7,$0,1
3380,5cd45d120c24ecd1b9ca2e9c,software,2002,"{'type': 'Point', 'coordinates': [-73.679536, 42.733154]}",42.733154,-73.679536,BelWo,100,$0,1
3381,5cd45d120c24ecd1b9ca2e9d,enterprise,2009,"{'type': 'Point', 'coordinates': [28.0978108, 61.0626853]}",61.0626853,28.0978108,Novelion Media,4,$0,1
3382,5cd45d120c24ecd1b9ca2e9e,web,2007,"{'type': 'Point', 'coordinates': [-74.415038, 40.499205]}",40.499205,-74.415038,Kekolabs,3,$0,1
3935,5cd45d120c24ecd1b9ca30c7,semiconductor,2001,"{'type': 'Point', 'coordinates': [-121.9665932, 37.2496346]}",37.2496346,-121.9665932,Anchor Bay Technologies,16,$10M,1
3383,5cd45d120c24ecd1b9ca2e9f,ecommerce,2006,"{'type': 'Point', 'coordinates': [-71.1864397, 42.3123393]}",42.3123393,-71.1864397,CheapCheapCheap,6,$0,1
3386,5cd45d120c24ecd1b9ca2ea2,software,2000,"{'type': 'Point', 'coordinates': [150.69582, -34.051916]}",-34.051916,150.69582,WebFM,14,$0,1
3387,5cd45d120c24ecd1b9ca2ea3,cleantech,2008,"{'type': 'Point', 'coordinates': [2.2308656, 48.8747429]}",48.8747429,2.2308656,Cleantech Republic,6,$0,1
3388,5cd45d120c24ecd1b9ca2ea4,consulting,2001,"{'type': 'Point', 'coordinates': [-97.955538, 34.01873]}",34.01873,-97.955538,Foviance,40,$0,1
3389,5cd45d120c24ecd1b9ca2ea5,ecommerce,2009,"{'type': 'Point', 'coordinates': [-8.7985658, 39.7366963]}",39.7366963,-8.7985658,Weebiz,2,$0,1
3390,5cd45d120c24ecd1b9ca2ea6,advertising,2000,"{'type': 'Point', 'coordinates': [-97.725204, 30.374414]}",30.374414,-97.725204,Red McCombs Media,28,$0,1
3934,5cd45d120c24ecd1b9ca30c6,other,2009,"{'type': 'Point', 'coordinates': [-83.01143, 39.977726]}",39.977726,-83.01143,Glacir,5,$0,1
3397,5cd45d120c24ecd1b9ca2ead,software,2009,"{'type': 'Point', 'coordinates': [37.6899674, 55.7794043]}",55.7794043,37.6899674,CineSoft,5,$0,1
3398,5cd45d120c24ecd1b9ca2eae,advertising,2008,"{'type': 'Point', 'coordinates': [-93.448401, 44.997698]}",44.997698,-93.448401,Ecreative Internet Marketing,30,$0,1
3399,5cd45d120c24ecd1b9ca2eaf,photo_video,2008,"{'type': 'Point', 'coordinates': [23.316708, 42.6866911]}",42.6866911,23.316708,Imagga,6,$310k,1
3400,5cd45d120c24ecd1b9ca2eb0,network_hosting,2002,"{'type': 'Point', 'coordinates': [-121.8277925, 37.2471229]}",37.2471229,-121.8277925,RegalBuilt,1,$0,1
3401,5cd45d120c24ecd1b9ca2eb1,web,2008,"{'type': 'Point', 'coordinates': [19.0284923, 47.4953663]}",47.4953663,19.0284923,Joobili,2,$80k,1
3402,5cd45d120c24ecd1b9ca2eb2,web,2008,"{'type': 'Point', 'coordinates': [-0.1419622, 51.421686]}",51.421686,-0.1419622,Restox,3,$0,1
3404,5cd45d120c24ecd1b9ca2eb4,software,2008,"{'type': 'Point', 'coordinates': [-121.084432, 38.709006]}",38.709006,-121.084432,BoardEvals,5,$100k,1
3405,5cd45d120c24ecd1b9ca2eb5,advertising,2009,"{'type': 'Point', 'coordinates': [-122.3764714, 37.7405936]}",37.7405936,-122.3764714,CoTweet,18,$1.1M,1
3406,5cd45d120c24ecd1b9ca2eb6,consulting,2004,"{'type': 'Point', 'coordinates': [77.2712016, 28.5664599]}",28.5664599,77.2712016,Asani consulting Pvt Ltd,20,$0,1
3933,5cd45d120c24ecd1b9ca30c5,other,2009,"{'type': 'Point', 'coordinates': [-84.5144, 33.8837]}",33.8837,-84.5144,Collective Core,1,$0,1
3409,5cd45d120c24ecd1b9ca2eb9,public_relations,2009,"{'type': 'Point', 'coordinates': [-2.1077539, 49.1856229]}",49.1856229,-2.1077539,MyHandle,6,$0,1
3377,5cd45d120c24ecd1b9ca2e99,other,2008,"{'type': 'Point', 'coordinates': [-121.9618928, 37.3774296]}",37.3774296,-121.9618928,"i365, A Seagate Company",550,$0,1
3375,5cd45d120c24ecd1b9ca2e97,security,2008,"{'type': 'Point', 'coordinates': [-122.099454, 37.393836]}",37.393836,-122.099454,HyTrust,55,$34.5M,1
3161,5cd45d120c24ecd1b9ca2dc1,mobile,2008,"{'type': 'Point', 'coordinates': [2.163444, 41.4322413]}",41.4322413,2.163444,Mobiquus,3,$0,1
3373,5cd45d120c24ecd1b9ca2e95,cleantech,2008,"{'type': 'Point', 'coordinates': [-122.4438929, 37.7717185]}",37.7717185,-122.4438929,CleanTechies,3,$0,1
3342,5cd45d120c24ecd1b9ca2e76,consulting,2005,"{'type': 'Point', 'coordinates': [-96.662332, 32.864024]}",32.864024,-96.662332,Exfront Technologies,6,$0,1
3343,5cd45d120c24ecd1b9ca2e77,software,2000,"{'type': 'Point', 'coordinates': [77.5659764, 13.0369829]}",13.0369829,77.5659764,SLK Software Services Pvt Ltd,2100,$0,1
3344,5cd45d120c24ecd1b9ca2e78,web,2008,"{'type': 'Point', 'coordinates': [-74.10081, 40.827627]}",40.827627,-74.10081,ShopaService,15,$0,1
3345,5cd45d120c24ecd1b9ca2e79,web,2007,"{'type': 'Point', 'coordinates': [115.89084, -31.97822]}",-31.97822,115.89084,HealthEngine,12,$10.4M,1
3346,5cd45d120c24ecd1b9ca2e7a,games_video,2008,"{'type': 'Point', 'coordinates': [2.3808328, 48.8557544]}",48.8557544,2.3808328,Mediastroika,3,$0,1
3347,5cd45d120c24ecd1b9ca2e7b,software,2008,"{'type': 'Point', 'coordinates': [-87.6416957, 41.8719878]}",41.8719878,-87.6416957,iPlanmaker,6,$0,1
3348,5cd45d120c24ecd1b9ca2e7c,network_hosting,2001,"{'type': 'Point', 'coordinates': [-0.0178689, 51.5003204]}",51.5003204,-0.0178689,ControlCircle,105,£6M,1
3349,5cd45d120c24ecd1b9ca2e7d,software,2007,"{'type': 'Point', 'coordinates': [-106.8234016, 34.62779]}",34.62779,-106.8234016,Excellentia Software,2,$0,1
3351,5cd45d120c24ecd1b9ca2e7f,security,2007,"{'type': 'Point', 'coordinates': [-71.256461, 42.409853]}",42.409853,-71.256461,IdentityTruth,22,$0,1
3352,5cd45d120c24ecd1b9ca2e80,network_hosting,2007,"{'type': 'Point', 'coordinates': [-71.800614, 42.276341]}",42.276341,-71.800614,DoxStor,3,$0,1
3354,5cd45d120c24ecd1b9ca2e82,ecommerce,2001,"{'type': 'Point', 'coordinates': [-97.828408, 30.307955]}",30.307955,-97.828408,Talent Alliance,45,$0,1
3356,5cd45d120c24ecd1b9ca2e84,games_video,2005,"{'type': 'Point', 'coordinates': [-78.900103, 35.911733]}",35.911733,-78.900103,The Escapist,30,$0,1
3357,5cd45d120c24ecd1b9ca2e85,software,2007,"{'type': 'Point', 'coordinates': [7.5806107, 47.5596145]}",47.5596145,7.5806107,Actionize,5,$0,1
3359,5cd45d120c24ecd1b9ca2e87,other,2009,"{'type': 'Point', 'coordinates': [77.6503104, 13.014823]}",13.014823,77.6503104,Earthenhive Architects,12,$0,1
3361,5cd45d120c24ecd1b9ca2e89,web,2008,"{'type': 'Point', 'coordinates': [-119.186443, 34.230406]}",34.230406,-119.186443,LAGrapeVine,1,$0,1
3362,5cd45d120c24ecd1b9ca2e8a,enterprise,2002,"{'type': 'Point', 'coordinates': [-105.1097025, 39.5561136]}",39.5561136,-105.1097025,Generation Sales Group,40,$0,1
3364,5cd45d120c24ecd1b9ca2e8c,web,2002,"{'type': 'Point', 'coordinates': [79.8621033, 6.8704148]}",6.8704148,79.8621033,ACS Technologies,4,$0,1
3366,5cd45d120c24ecd1b9ca2e8e,other,2005,"{'type': 'Point', 'coordinates': [-78.7552035, 42.9602249]}",42.9602249,-78.7552035,Info-Surge,14,$0,1
3367,5cd45d120c24ecd1b9ca2e8f,software,2008,"{'type': 'Point', 'coordinates': [-9.178734, 38.703497]}",38.703497,-9.178734,Think Orange,4,$0,1
3936,5cd45d120c24ecd1b9ca30c8,software,2006,"{'type': 'Point', 'coordinates': [-0.3062632, 51.393654]}",51.393654,-0.3062632,AgileJ Limited,3,$100k,1
3370,5cd45d120c24ecd1b9ca2e92,public_relations,2008,"{'type': 'Point', 'coordinates': [-105.585771, 41.310557]}",41.310557,-105.585771,Synonym,9,$0,1
3371,5cd45d120c24ecd1b9ca2e93,software,2002,"{'type': 'Point', 'coordinates': [-97.8516082, 30.3967276]}",30.3967276,-97.8516082,S3 Matching Technologies,10,$0,1
3372,5cd45d120c24ecd1b9ca2e94,search,2002,"{'type': 'Point', 'coordinates': [-105.9448639, 35.6907805]}",35.6907805,-105.9448639,Deep Web Technologies,25,$0,1
3410,5cd45d120c24ecd1b9ca2eba,security,2002,"{'type': 'Point', 'coordinates': [-95.471515, 29.747497]}",29.747497,-95.471515,Alert Logic,217,$47.8M,1
3411,5cd45d120c24ecd1b9ca2ebb,mobile,2008,"{'type': 'Point', 'coordinates': [3.6820756, 51.0198642]}",51.0198642,3.6820756,Rovingbird,16,$0,1
3413,5cd45d120c24ecd1b9ca2ebd,software,2003,"{'type': 'Point', 'coordinates': [-90.1633006, 32.416174]}",32.416174,-90.1633006,Bomgar,150,$11M,1
3415,5cd45d120c24ecd1b9ca2ebf,public_relations,2003,"{'type': 'Point', 'coordinates': [-104.8205, 38.8338]}",38.8338,-104.8205,Armstead Enterprise,3,$0,1
3434,5cd45d120c24ecd1b9ca2ed2,ecommerce,2007,"{'type': 'Point', 'coordinates': [-112.079055, 33.681664]}",33.681664,-112.079055,eFiberTools,15,$0,1
3173,5cd45d120c24ecd1b9ca2dcd,software,2008,"{'type': 'Point', 'coordinates': [30.503828, 50.453629]}",50.453629,30.503828,Scrobl,1,$0,1
3172,5cd45d120c24ecd1b9ca2dcc,advertising,2002,"{'type': 'Point', 'coordinates': [26.097879, 44.4479237]}",44.4479237,26.097879,Netboot,25,$0,1
3435,5cd45d120c24ecd1b9ca2ed3,ecommerce,2007,"{'type': 'Point', 'coordinates': [-104.903368, 39.620872]}",39.620872,-104.903368,VideoBloom,20,$0,1
3932,5cd45d120c24ecd1b9ca30c4,mobile,2007,"{'type': 'Point', 'coordinates': [-73.0464309, 40.9086014]}",40.9086014,-73.0464309,TxTedge,10,$0,1
3436,5cd45d120c24ecd1b9ca2ed4,enterprise,2001,"{'type': 'Point', 'coordinates': [-97.815012, 30.213531]}",30.213531,-97.815012,StoredIQ,60,$44.5M,1
3170,5cd45d120c24ecd1b9ca2dca,software,2006,"{'type': 'Point', 'coordinates': [-87.342177, 41.5911112]}",41.5911112,-87.342177,Neustep,14,$0,1
3438,5cd45d120c24ecd1b9ca2ed6,search,2006,"{'type': 'Point', 'coordinates': [-81.338284, 41.2333807]}",41.2333807,-81.338284,Foodio54,2,$0,1
3169,5cd45d120c24ecd1b9ca2dc9,software,2001,"{'type': 'Point', 'coordinates': [-73.7328252, 40.7780683]}",40.7780683,-73.7328252,Ekartha,60,$0,1
3439,5cd45d120c24ecd1b9ca2ed7,ecommerce,2008,"{'type': 'Point', 'coordinates': [-88.546142, 44.022448]}",44.022448,-88.546142,Handbags4Hunger,1,$0,1
3440,5cd45d120c24ecd1b9ca2ed8,web,2007,"{'type': 'Point', 'coordinates': [-0.1867769, 51.5450909]}",51.5450909,-0.1867769,Folia,2,$0,1
