,city,country_code,latitude,longitude,name,geopoint,geoquery,category_code,founded_year,founded_year_bins,number_of_employees,number_of_employees_bins,segment,type
1429,San Francisco,USA,37.789335,-122.4728,NextAdvisor,"[-122.4728, 37.789335]","{'type': 'Point', 'coordinates': [-122.4728, 37.789335]}",other,2006,q2,10,q3,others,small company
1430,San Francisco,USA,37.791391,-122.402859,Overstream,"[-122.402859, 37.791391]","{'type': 'Point', 'coordinates': [-122.402859, 37.791391]}",games_video,2006,q2,3,q1,gaming,small company
1431,Atlantic Beach,USA,30.3592737,-81.4128706,Yovia,"[-81.4128706, 30.3592737]","{'type': 'Point', 'coordinates': [-81.4128706, 30.3592737]}",web,2006,q2,25,q3,tech,small company
1432,San Francisco,USA,37.776271,-122.396506,PodOmatic,"[-122.396506, 37.776271]","{'type': 'Point', 'coordinates': [-122.396506, 37.776271]}",web,2005,q2,4,q2,tech,small company
1433,Lima,PER,-12.0805011,-77.0551909,CreActivity Focus,"[-77.0551909, -12.0805011]","{'type': 'Point', 'coordinates': [-77.0551909, -12.0805011]}",web,2008,q3,10,q3,tech,small company
1434,Dublin,USA,40.101844,-83.113588,GoAntiques,"[-83.113588, 40.101844]","{'type': 'Point', 'coordinates': [-83.113588, 40.101844]}",web,1995,q1,17,q3,tech,small company
1435,Tallinn,EST,59.437214,24.768664,Yaika,"[24.768664, 59.437214]","{'type': 'Point', 'coordinates': [24.768664, 59.437214]}",games_video,2008,q3,26,q4,gaming,mid company
1436,Santa Clara,USA,37.406456,-121.983146,FileMaker,"[-121.983146, 37.406456]","{'type': 'Point', 'coordinates': [-121.983146, 37.406456]}",software,1998,q1,350,q4,tech,big company
1437,Southlake,USA,32.9833621,-97.1602522,Sabre Travel Network,"[-97.1602522, 32.9833621]","{'type': 'Point', 'coordinates': [-97.1602522, 32.9833621]}",travel,1960,q1,4500,q4,others,big company
1438,Brookeville,USA,39.22093,-77.056079,NativeBroadcast,"[-77.056079, 39.22093]","{'type': 'Point', 'coordinates': [-77.056079, 39.22093]}",software,2005,q2,2,q1,tech,small company
1439,,USA,33.615428,-81.102862,Info-Tech Assist,"[-81.102862, 33.615428]","{'type': 'Point', 'coordinates': [-81.102862, 33.615428]}",consulting,2004,q1,5,q2,others,small company
1440,Las Rozas,ESP,40.553845,-3.899508,SYSCOM,"[-3.899508, 40.553845]","{'type': 'Point', 'coordinates': [-3.899508, 40.553845]}",software,1995,q1,30,q4,tech,mid company
1441,San Carlos,USA,37.506272,-122.246867,MarkLogic,"[-122.246867, 37.506272]","{'type': 'Point', 'coordinates': [-122.246867, 37.506272]}",enterprise,2003,q1,240,q4,others,mid company
1442,Madrid,ESP,40.455219,-3.650703,Next Limit,"[-3.650703, 40.455219]","{'type': 'Point', 'coordinates': [-3.650703, 40.455219]}",software,1998,q1,50,q4,tech,mid company
1443,Silver Spring,USA,38.994517,-77.031194,Bluedog,"[-77.031194, 38.994517]","{'type': 'Point', 'coordinates': [-77.031194, 38.994517]}",software,1998,q1,25,q3,tech,small company
1444,Dublin,IRL,53.274549,-6.215271,Bluedog,"[-6.215271, 53.274549]","{'type': 'Point', 'coordinates': [-6.215271, 53.274549]}",software,1998,q1,25,q3,tech,small company
1445,San Francisco,USA,37.7753,-122.4186,Applied Operations,"[-122.4186, 37.7753]","{'type': 'Point', 'coordinates': [-122.4186, 37.7753]}",consulting,2006,q2,4,q2,others,small company
1446,Atlanta,USA,33.786384,-84.362696,Slife Labs,"[-84.362696, 33.786384]","{'type': 'Point', 'coordinates': [-84.362696, 33.786384]}",advertising,2006,q2,2,q1,others,small company
1447,Toronto,CAN,43.649036,-79.394974,Unspace Interactive,"[-79.394974, 43.649036]","{'type': 'Point', 'coordinates': [-79.394974, 43.649036]}",mobile,2005,q2,10,q3,tech,small company
1448,Boston,USA,42.305997,-71.057598,Freeportway,"[-71.057598, 42.305997]","{'type': 'Point', 'coordinates': [-71.057598, 42.305997]}",software,2000,q1,3,q1,tech,small company
1449,Quincy,USA,42.244813,-71.001507,Freeportway,"[-71.001507, 42.244813]","{'type': 'Point', 'coordinates': [-71.001507, 42.244813]}",software,2000,q1,3,q1,tech,small company
1450,Madison,USA,43.027277,-89.392284,Gammoth,"[-89.392284, 43.027277]","{'type': 'Point', 'coordinates': [-89.392284, 43.027277]}",mobile,2000,q1,10,q3,tech,small company
1451,Pensacola,USA,30.396918,-87.28938,Tinbu,"[-87.28938, 30.396918]","{'type': 'Point', 'coordinates': [-87.28938, 30.396918]}",public_relations,2006,q2,15,q3,others,small company
1452,Burlington,USA,44.468055,-73.207641,Union Street Media,"[-73.207641, 44.468055]","{'type': 'Point', 'coordinates': [-73.207641, 44.468055]}",ecommerce,1999,q1,20,q3,others,small company
1453,Hopkinton,USA,42.228946,-71.51888,Flimp Media,"[-71.51888, 42.228946]","{'type': 'Point', 'coordinates': [-71.51888, 42.228946]}",software,2006,q2,15,q3,tech,small company
1454,San Sebastián,ESP,43.3135579,-1.9820361,Forvo,"[-1.9820361, 43.3135579]","{'type': 'Point', 'coordinates': [-1.9820361, 43.3135579]}",web,2008,q3,4,q2,tech,small company
1455,Austin,USA,30.382168,-97.743141,Manticore Technology,"[-97.743141, 30.382168]","{'type': 'Point', 'coordinates': [-97.743141, 30.382168]}",software,2001,q1,25,q3,tech,small company
1456,San Francisco,USA,37.791068,-122.401942,Alcance Media Group,"[-122.401942, 37.791068]","{'type': 'Point', 'coordinates': [-122.401942, 37.791068]}",advertising,2007,q2,12,q3,others,small company
1457,Coppell,USA,32.9844884,-96.9932926,Blue Sky Technologies,"[-96.9932926, 32.9844884]","{'type': 'Point', 'coordinates': [-96.9932926, 32.9844884]}",software,2005,q2,5,q2,tech,small company
1458,New York,USA,40.754762,-73.988543,My Damn Channel,"[-73.988543, 40.754762]","{'type': 'Point', 'coordinates': [-73.988543, 40.754762]}",games_video,2007,q2,10,q3,gaming,small company
1459,El Segundo,USA,33.9019543,-118.3872018,My Damn Channel,"[-118.3872018, 33.9019543]","{'type': 'Point', 'coordinates': [-118.3872018, 33.9019543]}",games_video,2007,q2,10,q3,gaming,small company
1460,Denver,USA,47.601803,-122.332085,Photobucket,"[-122.332085, 47.601803]","{'type': 'Point', 'coordinates': [-122.332085, 47.601803]}",web,2003,q1,100,q4,tech,mid company
1461,Austin,USA,30.291391,-97.710481,Uprizer Labs,"[-97.710481, 30.291391]","{'type': 'Point', 'coordinates': [-97.710481, 30.291391]}",software,2008,q3,5,q2,tech,small company
1462,Bellingham,USA,48.8784787,-122.6242375,Tatango,"[-122.6242375, 48.8784787]","{'type': 'Point', 'coordinates': [-122.6242375, 48.8784787]}",mobile,2007,q2,5,q2,tech,small company
1463,Mumbai,IND,18.9978594,72.8367776,Cleartrip,"[72.8367776, 18.9978594]","{'type': 'Point', 'coordinates': [72.8367776, 18.9978594]}",travel,2006,q2,500,q4,others,big company
1464,Long Beach,USA,33.769519,-118.186907,JLOOP Rich Media,"[-118.186907, 33.769519]","{'type': 'Point', 'coordinates': [-118.186907, 33.769519]}",web,2000,q1,15,q3,tech,small company
1465,Ithaca,USA,42.485193,-76.458553,Mezmeriz,"[-76.458553, 42.485193]","{'type': 'Point', 'coordinates': [-76.458553, 42.485193]}",hardware,2006,q2,10,q3,others,small company
1466,Austin,USA,30.381525,-97.810484,Troux Technologies,"[-97.810484, 30.381525]","{'type': 'Point', 'coordinates': [-97.810484, 30.381525]}",enterprise,2001,q1,100,q4,others,mid company
1467,Slough,GBR,51.519369,-0.631817,Troux Technologies,"[-0.631817, 51.519369]","{'type': 'Point', 'coordinates': [-0.631817, 51.519369]}",enterprise,2001,q1,100,q4,others,mid company
1468,MÃ¼nchen,DEU,48.142778,11.505366,Troux Technologies,"[11.505366, 48.142778]","{'type': 'Point', 'coordinates': [11.505366, 48.142778]}",enterprise,2001,q1,100,q4,others,mid company
1469,Denton,USA,33.200761,-97.120587,"Express Employment Professionals-Denton, TX","[-97.120587, 33.200761]","{'type': 'Point', 'coordinates': [-97.120587, 33.200761]}",consulting,1982,q1,10,q3,others,small company
1470,Lewisville,USA,32.98972,-97.010408,"Express Employment Professionals-Denton, TX","[-97.010408, 32.98972]","{'type': 'Point', 'coordinates': [-97.010408, 32.98972]}",consulting,1982,q1,10,q3,others,small company
1471,Novato,USA,38.068295,-122.532658,TimeLapse mobile,"[-122.532658, 38.068295]","{'type': 'Point', 'coordinates': [-122.532658, 38.068295]}",software,2006,q2,5,q2,tech,small company
1472,Waltham,USA,42.393662,-71.255855,Ounce Labs,"[-71.255855, 42.393662]","{'type': 'Point', 'coordinates': [-71.255855, 42.393662]}",software,2002,q1,60,q4,tech,mid company
1473,La Canada,USA,34.208304,-118.209263,Zigabid,"[-118.209263, 34.208304]","{'type': 'Point', 'coordinates': [-118.209263, 34.208304]}",web,2006,q2,10,q3,tech,small company
1474,Oakland,USA,37.810448,-122.239864,InThrMa,"[-122.239864, 37.810448]","{'type': 'Point', 'coordinates': [-122.239864, 37.810448]}",software,2007,q2,3,q1,tech,small company
1475,Brookline,USA,42.32647,-71.14257,Jobitorial,"[-71.14257, 42.32647]","{'type': 'Point', 'coordinates': [-71.14257, 42.32647]}",web,2004,q1,1,,tech,small company
1476,Palo Alto,USA,37.4441726,-122.1632941,DailyCaption,"[-122.1632941, 37.4441726]","{'type': 'Point', 'coordinates': [-122.1632941, 37.4441726]}",web,2007,q2,2,q1,tech,small company
1477,"Toronto, ON",CAN,43.6269669,-79.5589112,Nortel Networks,"[-79.5589112, 43.6269669]","{'type': 'Point', 'coordinates': [-79.5589112, 43.6269669]}",mobile,1914,q1,30307,q4,tech,big company
1478,Amsterdam,NLD,52.354525,4.912106,Myngle,"[4.912106, 52.354525]","{'type': 'Point', 'coordinates': [4.912106, 52.354525]}",education,2007,q2,17,q3,others,small company
1479,Irvine,USA,33.661515,-117.821661,DocVerify,"[-117.821661, 33.661515]","{'type': 'Point', 'coordinates': [-117.821661, 33.661515]}",software,2006,q2,30,q4,tech,mid company
1480,Chicago,USA,41.857204,-87.623923,JumpForward,"[-87.623923, 41.857204]","{'type': 'Point', 'coordinates': [-87.623923, 41.857204]}",software,2010,q4,30,q4,tech,mid company
1481,San Francisco,USA,37.787076,-122.399412,Simply Continuous,"[-122.399412, 37.787076]","{'type': 'Point', 'coordinates': [-122.399412, 37.787076]}",other,2006,q2,15,q3,others,small company
1482,Seattle,USA,44.859587,-93.226503,Gimigo,"[-93.226503, 44.859587]","{'type': 'Point', 'coordinates': [-93.226503, 44.859587]}",analytics,2013,q4,4,q2,others,startup
1483,Seattle,USA,47.617838,-122.356027,thePlatform,"[-122.356027, 47.617838]","{'type': 'Point', 'coordinates': [-122.356027, 47.617838]}",web,2000,q1,130,q4,tech,mid company
1484,New York,USA,40.706271,-74.009242,Avature,"[-74.009242, 40.706271]","{'type': 'Point', 'coordinates': [-74.009242, 40.706271]}",software,2004,q1,120,q4,tech,mid company
1485,Ft. Lauderdale,USA,26.172111,-80.18172,Gay Ad Network,"[-80.18172, 26.172111]","{'type': 'Point', 'coordinates': [-80.18172, 26.172111]}",advertising,2007,q2,3,q1,others,small company
1486,Plano,USA,33.081556,-96.799778,Talent Maze,"[-96.799778, 33.081556]","{'type': 'Point', 'coordinates': [-96.799778, 33.081556]}",search,2008,q3,8,q2,tech,small company
1487,Lakeland,USA,28.02998,-82.045178,TournEase,"[-82.045178, 28.02998]","{'type': 'Point', 'coordinates': [-82.045178, 28.02998]}",ecommerce,2006,q2,10,q3,others,small company
1488,Barcelona,ESP,41.406248,2.163194,ipsojobs,"[2.163194, 41.406248]","{'type': 'Point', 'coordinates': [2.163194, 41.406248]}",software,2007,q2,5,q2,tech,small company
1489,Sudbury,CAN,46.4433096,-81.0057386,ConceptShare,"[-81.0057386, 46.4433096]","{'type': 'Point', 'coordinates': [-81.0057386, 46.4433096]}",enterprise,2006,q2,10,q3,others,small company
1490,Mountain VIew,USA,37.429674,-122.100333,Arsenal Interactive,"[-122.100333, 37.429674]","{'type': 'Point', 'coordinates': [-122.100333, 37.429674]}",mobile,2007,q2,11,q3,tech,small company
1491,CHAMBERY,FRA,45.591163,5.92224,NewQuest,"[5.92224, 45.591163]","{'type': 'Point', 'coordinates': [5.92224, 45.591163]}",advertising,2007,q2,12,q3,others,small company
1492,SEVRAN,FRA,48.927697,2.531457,NewQuest,"[2.531457, 48.927697]","{'type': 'Point', 'coordinates': [2.531457, 48.927697]}",advertising,2007,q2,12,q3,others,small company
1493,Cadillac,USA,44.269056,-85.465725,BlueWare,"[-85.465725, 44.269056]","{'type': 'Point', 'coordinates': [-85.465725, 44.269056]}",software,1993,q1,30,q4,tech,mid company
1494,San Francisco,USA,37.775196,-122.419204,Posterous,"[-122.419204, 37.775196]","{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}",web,2008,q3,9,q3,tech,small company
1495,Scottsdale,USA,33.465063,-111.926112,CareerTours,"[-111.926112, 33.465063]","{'type': 'Point', 'coordinates': [-111.926112, 33.465063]}",games_video,2006,q2,17,q3,gaming,small company
1496,Madrid,ESP,40.382338,-3.773844,Solaiemes,"[-3.773844, 40.382338]","{'type': 'Point', 'coordinates': [-3.773844, 40.382338]}",public_relations,2006,q2,12,q3,others,small company
1497,Berkeley,USA,37.858628,-122.292555,SightSpeed,"[-122.292555, 37.858628]","{'type': 'Point', 'coordinates': [-122.292555, 37.858628]}",software,2001,q1,25,q3,tech,small company
1498,Tampa,USA,27.98146,-82.451142,Swish News,"[-82.451142, 27.98146]","{'type': 'Point', 'coordinates': [-82.451142, 27.98146]}",other,2008,q3,3,q1,others,small company
1499,Orlando,USA,28.553154,-81.364438,Swish News,"[-81.364438, 28.553154]","{'type': 'Point', 'coordinates': [-81.364438, 28.553154]}",other,2008,q3,3,q1,others,small company
1500,Shanghai,CHN,22.313675,114.169241,Easypano,"[114.169241, 22.313675]","{'type': 'Point', 'coordinates': [114.169241, 22.313675]}",software,2001,q1,100,q4,tech,mid company
1501,Berlin,DEU,52.5283614,13.4124563,plista,"[13.4124563, 52.5283614]","{'type': 'Point', 'coordinates': [13.4124563, 52.5283614]}",advertising,2008,q3,100,q4,others,mid company
1502,London,GBR,51.500152,-0.126236,Expensure,"[-0.126236, 51.500152]","{'type': 'Point', 'coordinates': [-0.126236, 51.500152]}",mobile,2007,q2,3,q1,tech,small company
1503,Boulder,USA,40.025479,-105.219298,LifePics,"[-105.219298, 40.025479]","{'type': 'Point', 'coordinates': [-105.219298, 40.025479]}",ecommerce,2000,q1,12,q3,others,small company
1504,Los Angeles,USA,34.05775,-118.4138,ZipcodeZ,"[-118.4138, 34.05775]","{'type': 'Point', 'coordinates': [-118.4138, 34.05775]}",search,2001,q1,50,q4,tech,mid company
1505,Holmdel,USA,40.34537,-74.187967,Vonage,"[-74.187967, 40.34537]","{'type': 'Point', 'coordinates': [-74.187967, 40.34537]}",mobile,2001,q1,1500,q4,tech,big company
1506,"Mississauga, Ontario",CAN,43.661827,-79.59942,Vonage,"[-79.59942, 43.661827]","{'type': 'Point', 'coordinates': [-79.59942, 43.661827]}",mobile,2001,q1,1500,q4,tech,big company
1507,London,GBR,51.512915,-0.1471,Vonage,"[-0.1471, 51.512915]","{'type': 'Point', 'coordinates': [-0.1471, 51.512915]}",mobile,2001,q1,1500,q4,tech,big company
1508,Boynton Beach,USA,26.528215,-80.082474,SNASM,"[-80.082474, 26.528215]","{'type': 'Point', 'coordinates': [-80.082474, 26.528215]}",web,2008,q3,2,q1,tech,small company
1509,Austin,USA,30.181709,-97.880286,National Transcript Center,"[-97.880286, 30.181709]","{'type': 'Point', 'coordinates': [-97.880286, 30.181709]}",web,2006,q2,20,q3,tech,small company
1510,Seattle,USA,40.179731,-105.20545,Jetrecord,"[-105.20545, 40.179731]","{'type': 'Point', 'coordinates': [-105.20545, 40.179731]}",web,2008,q3,1,,tech,small company
1511,San Francisco,USA,37.758352,-122.398379,Open Places,"[-122.398379, 37.758352]","{'type': 'Point', 'coordinates': [-122.398379, 37.758352]}",web,2008,q3,3,q1,tech,small company
1512,Kent,GBR,51.484638,0.001682,Buy Our Honeymoon,"[0.001682, 51.484638]","{'type': 'Point', 'coordinates': [0.001682, 51.484638]}",web,2007,q2,2,q1,tech,small company
1513,San Francisco,USA,37.789902,-122.4007791,Genbook,"[-122.4007791, 37.789902]","{'type': 'Point', 'coordinates': [-122.4007791, 37.789902]}",web,2007,q2,12,q3,tech,small company
1514,Cambridge,USA,42.36236,-71.099692,MetaCarta,"[-71.099692, 42.36236]","{'type': 'Point', 'coordinates': [-71.099692, 42.36236]}",mobile,2001,q1,99999,q4,tech,big company
1515,Farmington,USA,42.463718,-83.378093,Golf Digest Planner,"[-83.378093, 42.463718]","{'type': 'Point', 'coordinates': [-83.378093, 42.463718]}",software,1998,q1,10,q3,tech,small company
1516,mexico|,MEX,19.4326077,-99.133208,Widgenie,"[-99.133208, 19.4326077]","{'type': 'Point', 'coordinates': [-99.133208, 19.4326077]}",public_relations,2008,q3,9,q3,others,small company
1517,Newton,USA,42.295137,-71.200686,Extend Media,"[-71.200686, 42.295137]","{'type': 'Point', 'coordinates': [-71.200686, 42.295137]}",software,1991,q1,62,q4,tech,mid company
1518,"Toronto, Ontario",CAN,43.6373101,-79.4254603,Extend Media,"[-79.4254603, 43.6373101]","{'type': 'Point', 'coordinates': [-79.4254603, 43.6373101]}",software,1991,q1,62,q4,tech,mid company
1519,Vence,FRA,43.7129305,7.1346567,Extend Media,"[7.1346567, 43.7129305]","{'type': 'Point', 'coordinates': [7.1346567, 43.7129305]}",software,1991,q1,62,q4,tech,mid company
1520,London,GBR,51.5001524,-0.1262362,TweetDeck,"[-0.1262362, 51.5001524]","{'type': 'Point', 'coordinates': [-0.1262362, 51.5001524]}",software,2008,q3,5,q2,tech,small company
1521,Richardson,USA,32.955331,-96.755465,JAD Tech Consulting,"[-96.755465, 32.955331]","{'type': 'Point', 'coordinates': [-96.755465, 32.955331]}",consulting,1993,q1,6,q2,others,small company
1522,Palo Alto,USA,37.437328,-122.159928,Ologeez,"[-122.159928, 37.437328]","{'type': 'Point', 'coordinates': [-122.159928, 37.437328]}",other,2007,q2,1,,others,small company
1523,Salt Lake City,USA,40.766429,-111.858952,vunite media,"[-111.858952, 40.766429]","{'type': 'Point', 'coordinates': [-111.858952, 40.766429]}",public_relations,2008,q3,3,q1,others,small company
1524,Portland,USA,45.523875,-122.670399,mioNews,"[-122.670399, 45.523875]","{'type': 'Point', 'coordinates': [-122.670399, 45.523875]}",advertising,2006,q2,3,q1,others,small company
1525,Austin,USA,30.268852,-97.74122,RezOvation,"[-97.74122, 30.268852]","{'type': 'Point', 'coordinates': [-97.74122, 30.268852]}",software,1996,q1,15,q3,tech,small company
1526,New York,USA,40.704213,-74.0082089,Airtag,"[-74.0082089, 40.704213]","{'type': 'Point', 'coordinates': [-74.0082089, 40.704213]}",mobile,2006,q2,50,q4,tech,mid company
1527,Chatillon,FRA,48.8077233,2.2973607,Airtag,"[2.2973607, 48.8077233]","{'type': 'Point', 'coordinates': [2.2973607, 48.8077233]}",mobile,2006,q2,50,q4,tech,mid company
1528,Barcelona,ESP,41.4018094,2.1815648,MEDDIA,"[2.1815648, 41.4018094]","{'type': 'Point', 'coordinates': [2.1815648, 41.4018094]}",public_relations,2002,q1,8,q2,others,small company
1529,Vancouver,CAN,49.28437,-123.109136,Surgenia Productions,"[-123.109136, 49.28437]","{'type': 'Point', 'coordinates': [-123.109136, 49.28437]}",web,2001,q1,8,q2,tech,small company
1530,Singapore,SGP,1.292513,103.779503,HomeSpace,"[103.779503, 1.292513]","{'type': 'Point', 'coordinates': [103.779503, 1.292513]}",public_relations,2007,q2,7,q2,others,small company
1531,Dresden,DEU,51.055992,13.776354,Transinsight,"[13.776354, 51.055992]","{'type': 'Point', 'coordinates': [13.776354, 51.055992]}",software,2005,q2,15,q3,tech,small company
1532,Napoli,ITA,40.838338,14.235889,Meetweb,"[14.235889, 40.838338]","{'type': 'Point', 'coordinates': [14.235889, 40.838338]}",advertising,2005,q2,10,q3,others,small company
1533,Ottawa,CAN,45.392766,-75.752398,Base 10 Web Solutions,"[-75.752398, 45.392766]","{'type': 'Point', 'coordinates': [-75.752398, 45.392766]}",public_relations,2007,q2,3,q1,others,small company
1534,Omaha,USA,30.268735,-97.745209,Ninth Yard,"[-97.745209, 30.268735]","{'type': 'Point', 'coordinates': [-97.745209, 30.268735]}",software,2008,q3,1,,tech,small company
1535,Oslo,NOR,59.92085,10.763774,Travellerspoint,"[10.763774, 59.92085]","{'type': 'Point', 'coordinates': [10.763774, 59.92085]}",web,2002,q1,5,q2,tech,small company
1536,Melbourne,AUS,-37.802626,144.950938,Travellerspoint,"[144.950938, -37.802626]","{'type': 'Point', 'coordinates': [144.950938, -37.802626]}",web,2002,q1,5,q2,tech,small company
1537,Atlanta,USA,33.754487,-84.389663,Regator,"[-84.389663, 33.754487]","{'type': 'Point', 'coordinates': [-84.389663, 33.754487]}",web,2008,q3,4,q2,tech,small company
1538,San Francisco,USA,37.7895248,-122.3886569,GoGrid,"[-122.3886569, 37.7895248]","{'type': 'Point', 'coordinates': [-122.3886569, 37.7895248]}",network_hosting,2001,q1,102,q4,others,mid company
1539,San Francisco,USA,37.78932,-122.390058,GoGrid,"[-122.390058, 37.78932]","{'type': 'Point', 'coordinates': [-122.390058, 37.78932]}",network_hosting,2001,q1,102,q4,others,mid company
1540,Zug,CHE,47.155136,8.51229,Flexbit,"[8.51229, 47.155136]","{'type': 'Point', 'coordinates': [8.51229, 47.155136]}",consulting,2006,q2,2,q1,others,small company
1541,Omaha,USA,41.252402,-95.991019,BrightMix,"[-95.991019, 41.252402]","{'type': 'Point', 'coordinates': [-95.991019, 41.252402]}",web,2007,q2,7,q2,tech,small company
1542,Brussels,BEL,50.837051,4.367612,BeeBole,"[4.367612, 50.837051]","{'type': 'Point', 'coordinates': [4.367612, 50.837051]}",enterprise,2008,q3,3,q1,others,small company
1543,New Delhi,IND,28.635308,77.22496,BeeBole,"[77.22496, 28.635308]","{'type': 'Point', 'coordinates': [77.22496, 28.635308]}",enterprise,2008,q3,3,q1,others,small company
1544,Chicago,USA,41.8883695,-87.6353645,Signal,"[-87.6353645, 41.8883695]","{'type': 'Point', 'coordinates': [-87.6353645, 41.8883695]}",software,2006,q2,7,q2,tech,small company
1545,Westborough,USA,42.33277,-71.58985,Chitika,"[-71.58985, 42.33277]","{'type': 'Point', 'coordinates': [-71.58985, 42.33277]}",advertising,2003,q1,50,q4,others,mid company
1546,Santiago,CHL,-33.42536,-70.566466,Willard John Thomas Associates,"[-70.566466, -33.42536]","{'type': 'Point', 'coordinates': [-70.566466, -33.42536]}",consulting,2008,q3,60,q4,others,mid company
1547,Calcutta,IND,22.572646,88.363895,Willard John Thomas Associates,"[88.363895, 22.572646]","{'type': 'Point', 'coordinates': [88.363895, 22.572646]}",consulting,2008,q3,60,q4,others,mid company
1548,New Delhi,IND,28.635308,77.22496,Willard John Thomas Associates,"[77.22496, 28.635308]","{'type': 'Point', 'coordinates': [77.22496, 28.635308]}",consulting,2008,q3,60,q4,others,mid company
1549,New York,USA,40.74727,-73.980064,Willard John Thomas Associates,"[-73.980064, 40.74727]","{'type': 'Point', 'coordinates': [-73.980064, 40.74727]}",consulting,2008,q3,60,q4,others,mid company
1550,Thessaloniki,GRC,40.6072691,22.9600935,Wi-Not,"[22.9600935, 40.6072691]","{'type': 'Point', 'coordinates': [22.9600935, 40.6072691]}",mobile,2008,q3,5,q2,tech,small company
1551,Sharon Hill,USA,39.904828,-75.273448,Anime Kiosk,"[-75.273448, 39.904828]","{'type': 'Point', 'coordinates': [-75.273448, 39.904828]}",other,2006,q2,2,q1,others,small company
1552,West Bloomfield,USA,42.6244,-83.3183,Ascend Internet Marketing,"[-83.3183, 42.6244]","{'type': 'Point', 'coordinates': [-83.3183, 42.6244]}",advertising,2008,q3,10,q3,others,small company
1553,Toronto,CAN,43.790009,-79.25708,inFlow Inventory Software,"[-79.25708, 43.790009]","{'type': 'Point', 'coordinates': [-79.25708, 43.790009]}",software,2007,q2,8,q2,tech,small company
1554,Chennai,IND,13.11352,80.152135,Dot Com Infoway France,"[80.152135, 13.11352]","{'type': 'Point', 'coordinates': [80.152135, 13.11352]}",advertising,2000,q1,200,q4,others,mid company
1555,Honolulu,USA,21.309207,-157.862678,PHASE 2 International,"[-157.862678, 21.309207]","{'type': 'Point', 'coordinates': [-157.862678, 21.309207]}",software,2002,q1,25,q3,tech,small company
1556,Muncie,USA,40.1899111,-85.4153237,Paragent,"[-85.4153237, 40.1899111]","{'type': 'Point', 'coordinates': [-85.4153237, 40.1899111]}",enterprise,2003,q1,4,q2,others,small company
1557,Alexandria,USA,38.825473,-77.058656,ProjectSpaces,"[-77.058656, 38.825473]","{'type': 'Point', 'coordinates': [-77.058656, 38.825473]}",software,2001,q1,12,q3,tech,small company
1558,Ruprechtshofen,AUT,48.137693,15.278442,MICROTRONICS,"[15.278442, 48.137693]","{'type': 'Point', 'coordinates': [15.278442, 48.137693]}",hardware,2006,q2,21,q3,others,small company
1559,Bellingham,USA,48.732189,-122.470152,TinyMassive,"[-122.470152, 48.732189]","{'type': 'Point', 'coordinates': [-122.470152, 48.732189]}",ecommerce,2007,q2,5,q2,others,small company
1560,Vancouver,CAN,49.290825,-123.129441,TinyMassive,"[-123.129441, 49.290825]","{'type': 'Point', 'coordinates': [-123.129441, 49.290825]}",ecommerce,2007,q2,5,q2,others,small company
1561,Santa Monica,USA,34.015464,-118.493105,Prolebrity,"[-118.493105, 34.015464]","{'type': 'Point', 'coordinates': [-118.493105, 34.015464]}",web,2008,q3,8,q2,tech,small company
1562,New York,USA,40.745003,-73.983229,Urgent Career,"[-73.983229, 40.745003]","{'type': 'Point', 'coordinates': [-73.983229, 40.745003]}",analytics,2007,q2,9,q3,others,small company
1563,Plano,USA,33.079033,-96.776711,BackVerse,"[-96.776711, 33.079033]","{'type': 'Point', 'coordinates': [-96.776711, 33.079033]}",ecommerce,2008,q3,1,,others,small company
1564,San Francisco,USA,37.78976,-122.402524,Premier Staffing,"[-122.402524, 37.78976]","{'type': 'Point', 'coordinates': [-122.402524, 37.78976]}",consulting,1998,q1,32,q4,others,mid company
1565,San Francisco,USA,37.764169,-122.402021,branchnext,"[-122.402021, 37.764169]","{'type': 'Point', 'coordinates': [-122.402021, 37.764169]}",hardware,2007,q2,6,q2,others,small company
1566,Santa Ana,USA,33.748236,-117.836899,Trinex Commercial Finance,"[-117.836899, 33.748236]","{'type': 'Point', 'coordinates': [-117.836899, 33.748236]}",consulting,2001,q1,15,q3,others,small company
1567,Drogheda,IRL,40.19036,-74.840241,Spoiltchild,"[-74.840241, 40.19036]","{'type': 'Point', 'coordinates': [-74.840241, 40.19036]}",advertising,2007,q2,4,q2,others,small company
1568,Mt. Washington,USA,39.366544,-76.669726,SmallWorldTickets,"[-76.669726, 39.366544]","{'type': 'Point', 'coordinates': [-76.669726, 39.366544]}",other,1999,q1,9,q3,others,small company
1569,Saint John,CAN,45.298204,-66.09705,The Drum Fill,"[-66.09705, 45.298204]","{'type': 'Point', 'coordinates': [-66.09705, 45.298204]}",web,2008,q3,3,q1,tech,small company
1570,Brooklyn,USA,40.727434,-73.9447994,GEN247,"[-73.9447994, 40.727434]","{'type': 'Point', 'coordinates': [-73.9447994, 40.727434]}",games_video,2008,q3,12,q3,gaming,small company
1571,Singapore,SGP,1.326725,103.894124,Mobiquest,"[103.894124, 1.326725]","{'type': 'Point', 'coordinates': [103.894124, 1.326725]}",mobile,2007,q2,300,q4,tech,big company
1572,"Montreal, QC",CAN,45.475206,-73.580782,CakeMail,"[-73.580782, 45.475206]","{'type': 'Point', 'coordinates': [-73.580782, 45.475206]}",software,2007,q2,20,q3,tech,small company
