,Year,Species,Injury,Injury_Class,Fatal (Y/N)
515,2012,White,Minor wound to his thigh when shark bit kayak,1,N
516,2012,Tiger,Lacerations to left foot,2,N
517,2012,Other,Right shin bitten,3,N
518,2012,White,FATAL,4,Y
519,2012,White,"No injury to occupants. Shark bit propelle, rope & crayfish float",3,N
520,2012,Bull,Lacerations to left calf,2,N
521,2012,Bull,Left forearm bitten,3,N
522,2012,Other,Bitten on ankle,3,N
523,2012,Other,Bitten on calf,3,N
524,2012,Nurse,Superficial lacerations to right side of face PROVOKED ACCIDENT,3,N
525,2012,Other,Lacerations to left calf,2,N
526,2012,Spinner,Laceration to right foot when he struck a shark PROVOKED INCIDENT,2,N
527,2012,Nurse,Laceration to left foot,2,N
528,2012,White,"No injury to occupants, boat damaged",0,N
529,2012,Other,"No injury, shark bit swim fin",0,N
530,2012,Tiger,Lacerations to right forearm,2,N
531,2012,Tiger,"No injury, shark grabbed his camera",0,N
532,2012,Blue,Bitten on left thigh     PROVOKED ACCIDENT,3,N
533,2012,White,Lacerations to thigh,2,N
534,2012,Bull,FATAL,4,Y
535,2012,White,"No injury, surfboard damaged",0,N
536,2012,Other,Right forearm and wrist injured,3,N
537,2012,Tiger,"No injury, punctures to swim fin",0,N
538,2011,Other,Bitten on right hand & wrist,3,N
539,2011,Other,"No injury, after kayak collided with the shark, it bit the rudder  PROVOKED INCIDENT",0,N
540,2011,White,5 puncture wounds to thigh,3,N
541,2011,Other,"No injury, ski damaged",0,N
542,2011,Wobbegong,Minor injuries to left leg ,1,N
543,2011,Other,Killed by a shark or crocodile.,3,N
544,2011,Wobbegong,Puncture marks to foot,3,N
545,2011,White,"No injury, kayak bitten",0,N
546,2011,White,"Lacerations to right wrist, foream & neck",2,N
547,2011,Other,"No injury, shark bumped leg & board. ",0,N
548,2011,Other,Arm bitten by captive shark PROVOKED INCIDENT,3,N
549,2011,White,FATAL,4,Y
550,2011,White,"No injury, shark bit surfboard",0,N
551,2011,Other,Small bruise to calf,3,N
552,2011,Other,Foot bitten,2,N
553,2011,Other,No injury,0,N
554,2011,Other,No injury to occupant,0,N
555,2011,Other,Lacerations to lower right leg ,2,N
556,2011,White,"Right leg severed, left leg lacerated",3,N
557,2011,Bull,Laceration to left thigh,2,N
558,2011,Other,Lacerations to arm,2,N
559,2011,Tiger,Lacerations to right leg,2,N
560,2011,White,FATAL,4,Y
561,2011,Spinner,Lacerations to ankle & foot,2,N
562,2011,Other,Lacerations to lower leg,2,N
563,2011,Other,FATAL,4,Y
564,2011,White,FATAL,4,Y
565,2011,Tiger,Lacerations to foot,2,N
566,2011,Other,Abrasions to left hand,3,N
567,2011,Other,Hands severed,3,N
568,2011,Grey,"No injury, board bitten",0,N
569,2011,Bull,FATAL,4,Y
570,2011,Other,Puncture wounds to foot,3,N
571,2011,Other,Cause of death may have been drowning; remains scavenged by sharks,3,N
572,2011,White,Upper left arm & right leg bitten,3,N
573,2011,Bull,Severe lacerations to hands and  left leg,3,N
574,2011,Bull,Ankle bitten,2,N
575,2011,White,Shark leapt onto surfboard; surfer uninjured ,3,N
576,2011,Other,Right calf bitten,2,N
577,2011,White,"No injury, shark slammed into boat",0,N
578,2011,Blacktip,Lacerations to right calf,2,N
579,2011,Other,"No injury, minor damage to wetsuit",0,N
580,2011,Other,Puncture wound to calf,3,N
581,2011,Blacktip,Laceration to dorsum of right foot,2,N
582,2011,White,"No injury, board bumped by shark",0,N
583,2011,Tiger,"No injury, board bitten",0,N
584,2011,Tiger,"No injury, board bitten",0,N
585,2011,Zambesi,FATAL,4,Y
586,2011,Tiger,FATAL,4,Y
587,2011,Other,Laceration to arm by captive shark PROVOKED INCIDENT,2,N
588,2011,Other,"Erroneously reported on several internet sites as a ""shark attack"", it was the shark 8', 300-kg mako shark that was attacked, not the fisherman",3,N
589,2011,Bull,Calf bitten,2,N
590,2011,Reef,Heel bitten,3,N
591,2011,Other,Minor puncture wounds,1,N
592,2011,Bronze,Puncture to left hand,3,N
593,2011,Bull,Lacerations to forearm,2,N
594,2011,Blacktip,Minor laceration to shoulder from captive shark PROVOKED INCIDENT,1,N
595,2011,Bull,Lower leg & foot bitten,3,N
596,2011,Bull,Severe injury to left forearm,3,N
597,2011,Other,"Severe injuries to head, neck, shoulder & upper left arm",3,N
598,2011,Bull,Lacerations to right hand by hooked shark PROVOKED INCIDENT,2,N
599,2011,Other,Lacerations to left forearm,2,N
600,2011,White,FATAL,4,Y
601,2011,Other,Lacerations to calf by hooked shark PROVOKED INCIDENT,2,N
602,2011,Other,"Leg, forearm & hand severely bitten",3,N
603,2011,Reef,Arm bitten ,3,N
604,2011,Other,Lacerations to both legs,2,N
605,2011,White,"No injury, shark nudged boat and bit propeller",0,N
606,2010,Other,"Lacerations to his lower left leg, calf, foot & ankle",2,N
607,2010,White,FATAL,4,Y
608,2010,Mako,Both arms severely bitten,3,N
609,2010,Mako,Lacerations to right leg,2,N
610,2010,White,"Foot severed, Right forearm severed, lacerations to left hand (defense wounds)",3,N
611,2010,White,Foot and arm bitten,3,N
612,2010,Other,Death may have been due to drowning,3,N
613,2010,White,No injury to occupant. Shark rammed bottom of the boat,0,N
614,2010,White,Torso and left buttock bitten,3,N
615,2010,Other,"No injury to diver, shark bit his video camera",0,N
616,2010,White,FATAL,4,Y
617,2010,Bull,Foot bitten,2,N
618,2010,Lemon,Calf bitten,2,N
619,2010,Lemon,Bitten between left ankle & knee,3,N
620,2010,White,"No injury, surfboard rammed",0,N
621,2010,White,FATAL,4,Y
622,2010,Other,Lacerations and puncture wounds to leg and foot,2,N
623,2010,Other,Lacerations to left wrist,2,N
624,2010,Other,"His partial remains were recovered from a 12' tiger shark on September 5, 2010. Cause of death was thought to be drowning",3,N
625,2010,White,FATAL,4,Y
626,2010,White,"No injury, kayak bitten",0,N
627,2010,Other,"No injury, sail bitten",0,N
628,2010,Other,Minor abrasions to legs when she was lifted on the back of a large marine animal,1,N
629,2010,White,"No injury, kayak bitten",0,N
630,2010,Other,Lacerations to forearm,2,N
631,2010,Other,Lacerations to right lower leg,2,N
632,2010,Blacktip,Minor lacerations to left calf,1,N
633,2010,Tiger,Lacerations to right forearm,2,N
634,2010,Spinner,Minor lacerations to right foot,1,N
635,2010,Angel,Lacerations to left foot when he stepped on the shark PROVOKED INCIDENT,2,N
636,2010,Nurse,Small laceration to forearm from netted shark  PROVOKED INCIDENT,2,N
637,2010,Blue,Laceration to right bicep by hooked shark PROVOKED INCIDENT,2,N
638,2010,Other,Laceration to left foot,2,N
639,2010,Other,"No injury, board bumped by shark",0,N
640,2010,Bull,Lacerations to right foot,2,N
641,2010,Other,Laceration to left foot,2,N
642,2010,Other,Lacerations to left calf and foot,2,N
643,2010,Lemon,Laceration to left calf by hooked shark PROVOKED INCIDENT,2,N
644,2010,Other,Minor laceration to leg,1,N
645,2010,Other,Severe lacerations to left foot,3,N
646,2010,Other,Minor puncture wounds to right ankle,1,N
647,2010,Lemon,Arm bitten PROVOKED INCIDENT ,3,N
648,2010,Other,"No injury, surfboard bitten",0,N
649,2010,Other,Both feet bitten,3,N
650,2010,White,Lacerations to left ankle and foot,2,N
651,2010,Other,"No injury, board bitten",0,N
652,2010,Blue,Bruised but otherwise unhurt,3,N
653,2010,Other,Lacerations to right leg,2,N
654,2010,Other,Lacerations to legs & buttocks,2,N
655,2010,Wobbegong,"Minor injury, lacerations to left lower leg",3,N
656,2010,Other,"No injury, shark bit his speargun after he used it to prod the shark PROVOKED INCIDENT",0,N
657,2010,White,"No injury, shark & board collided",0,N
658,2010,Spinner,Leg bitten while trying to free a hooked shark PROVOKED INCIDENT,3,N
659,2010,Other,Shark bites were post-mortem,3,N
660,2010,Other,Stepped on shark PROVOKED INCIDENT,3,N
661,2010,Hammerhead,Foot bitten,2,N
662,2010,White,FATAL,4,Y
663,2010,White,2 sets of minor lacerations below her right knee,3,N
664,2009,Zambesi,Multiple lacerations to right torso & arm. Defense wounds on  hands,2,N
665,2009,Bull,Lacerations to hand & forearm,2,N
666,2009,Other,"Minor lacerations to left leg. nitially reported as a shark bite, but involved a barracuda",3,N
667,2009,White,FATAL,4,Y
668,2009,White,No injury to occupants; shark bit steering oar,0,N
669,2009,Tiger,Lacerations & puncture wounds to right calf & ankle when diver accidentally backed into the shark  PROVOKED INCIDENT,3,N
670,2009,Other,Puncture wounds to right foot,3,N
671,2009,Other,Left foot bitten,3,N
672,2009,Other,Puncture wounds and minor lacerations to dorsal surface of his left hand,3,N
673,2009,Other,Foot bitten,2,N
674,2009,Other,Ankle bitten,2,N
675,2009,White,"No injury, shark bit kayak",0,N
676,2009,Zambesi,Left ankle & foot bitten,3,N
677,2009,Other,Bitten on upper right thigh & right ankle,3,N
678,2009,Angel,15-20 puncture wounds to arm by captive shark  PROVOKED INCIDENT ,3,N
679,2009,Bull,Severe lacerations to lower right leg,3,N
680,2009,Spurdog,Injury to forearm from shark's spine PROVOKED INCIDENT ,3,N
681,2009,Bull,Laceration to right foot,2,N
682,2009,Other,FATAL,4,Y
683,2009,Other,Death was due to drowning. Two days later his remains were recovered from a 12' tiger shark,3,N
684,2009,Other,No injury,0,N
685,2009,White,FATAL,4,Y
686,2009,White,Puncture wounds to left foot & calf,3,N
687,2009,White,"No injury, shark bit bodyboard",0,N
688,2009,Tiger,"No injury, surfboard bitten",0,N
689,2009,Bull,Right ankle & foot bitten,2,N
690,2009,Bull,Lacerations to calf,2,N
691,2009,Other,Laceration to left foot,2,N
692,2009,Reef,Leg bitten by shark that had been shot in the head by another diver PROVOKED INCIDENT,3,N
693,2009,Other,"No injury, shark collided with surfer & board",0,N
694,2009,Nurse,Thigh injured by hooked shark PROVOKED INCIDENT,3,N
695,2009,Bronze,2-inch laceration to upper left arm,2,N
696,2009,Other,Puncture wounds to foot,3,N
697,2009,Other,2-inch laceration to upper left arm,2,N
698,2009,White,Hand bitten by hooked shark PROVOKED INCIDENT,3,N
699,2009,White,Lacerations to left hand,2,N
700,2009,White,3 cm laceration to shoulder,3,N
701,2009,White,FATAL,4,Y
702,2009,Other,Lacerations to knee & left lower leg by electrocuted captive shark PROVOKED INCIDENT,2,N
703,2009,Other,Right foot bitten,2,N
704,2009,Blacktip,Lacerations to left leg & foot,2,N
705,2009,Blacktip,Lacerations to right foot,2,N
706,2009,Blacktip,Lacerations to right hand,2,N
707,2009,Blacktip,Speared shark bit his forearm PROVOKED INCIDENT,3,N
708,2009,Other,Lacerations to right forearm after he poked the shark with his spear PROVOKED INCIDENT ,2,N
709,2009,Other,Laceration to forearm,2,N
710,2009,Other,Missing,3,N
711,2009,Other,"No injury, catapulted into the water & ski damage",0,N
712,2009,Other,Body not recovered,3,N
713,2009,White,Shark struck him but the diver was not injured,3,N
714,2009,Other,Calf bitten while helping angler measure the shark during fishing competition PROVOKED INCIDENT,3,N
715,2009,Bronze,"Laceration to right foot, puncture wounds to calf",2,N
716,2009,Other,Minor bite to ankle,1,N
717,2009,Blacktip,Minor injury,1,N
718,2009,Other,"Minor injury, bite chest and left calf",3,N
719,2009,Wobbegong,Thigh bitten when he trod on the shark PROVOKED INCIDENT,3,N
720,2009,Blue,Lacerations to arm and 2 fingers by hooked shark PROVOKED INCIDENT,3,N
721,2009,Other,Lacerations to leg,2,N
722,2009,White,Severe injury to hand ,3,N
723,2009,Bull,Severe injuries to right hand & right thigh. Right hand  surgically amputated & his right leg a week later,3,N
724,2009,White,"No injury, surfboard dented",0,N
725,2009,Other,Probable drowning with post-mortem bites,3,N
726,2009,Bull,Severe lacerations to lower left leg,3,N
727,2009,Tiger,FATAL,4,Y
728,2009,Other,"Drowned, body scavenged by shark",3,N
729,2009,White,"No injury to occupants, shark bit propeller",0,N
730,2009,White,FATAL,4,Y
731,2009,Dusky,Puncture wounds to right calf,3,N
732,2009,White,Severe lacerations to right leg,3,N
733,2009,White,Left thigh severely bitten,3,N
734,2009,Mako,"No injury to occupants, shark hit boat & bit outboard motor",3,N
735,2009,Other,Posterior thigh bitten,3,N
736,2009,Bull,Lacerations to right calf,2,N
737,2008,Other,"Reports said a shark attacked the dinghy, but Vickery said it did not",3,N
738,2008,Other,No injury to occupants -  shark became entangled in aft rudder,0,N
739,2008,White,"No injury, shark struck kayak, catapulting him into the water",0,N
740,2008,White,FATAL,4,Y
741,2008,White,"No injury, shark struck paddle",0,N
742,2008,Bronze,Lacerations to left calf and ankle,2,N
743,2008,Other,"Lacerations to knees, thigh and hip by hooked shark PROVOKED iNCIDENT  ",2,N
744,2008,White,Shark bit boats sea anchor,3,N
745,2008,Zambesi,FATAL,4,Y
746,2008,White,Lacerations to fingers,2,N
747,2008,Bronze,"No injury to occupant, shark bit dinghy & motor",2,N
748,2008,Nurse,Small laceration to head from captive shark,2,N
749,2008,Lemon,Legs bitten,3,N
750,2008,Reef,Right leg injured by hook and hooked shark PROVOKED INCIDENT,3,N
751,2008,White,Calf bitten,2,N
752,2008,Other,Right foot bitten,2,N
753,2008,Bronze,Right hand lacerated by netted shark PROVOKED INCIDENT,2,N
754,2008,Other,Lacerations to foot,2,N
755,2008,Tiger,Bitten on right thigh & calf,3,N
756,2008,White,"No injury to surfer, board bitten",0,N
757,2008,Other,Shark became tangled in his surfboard leash. The surfer was not injured,3,N
758,2008,Other,Shark bumped right ankle,3,N
759,2008,Other,Death was probably due to drowning,3,N
760,2008,Blue,Wrist bitten by hooked shark PROVOKED INCIDENT,3,N
761,2008,Other,Lacerations to lower left leg,2,N
762,2008,Other,Calf bitten,2,N
763,2008,Other,Minor injuries,1,N
764,2008,Bull,Severe lacerations to left foot,3,N
765,2008,Tiger,"No injury, shark grabbed his bag of fish",0,N
766,2008,White,"No injury, surfboard leash severed",0,N
767,2008,White,Lacerations to fingers,2,N
768,2008,Other,5 lacerations to left foot,2,N
769,2008,Other,3 puncture wounds to toe,3,N
770,2008,Reef,Minor injury,1,N
771,2008,Other,Minor lacerations to  toe,1,N
772,2008,Other,Lacerations to dorsum of right foot ,2,N
773,2008,Other,Lacerations to lower left leg,2,N
774,2008,White,Leg severed,3,N
775,2008,Other,"Bruises, abrasions and some spinal and nerve damage when collided with marine animal, possibly a shark or dolphin.",3,N
776,2008,Other,Shark leapt into & damaged the dinghy but no injury to occupants,3,N
777,2008,Other,Probable drowning with post-mortem bites,3,N
778,2008,Bull,Lacerations to calf,2,N
779,2008,White,"No injury, ski bitten",0,N
780,2008,White,No injury,0,N
781,2008,Other,Lacerations to hand,2,N
782,2008,White," No injury. Shark bumped kayak, flinging her into the  water. ",0,N
783,2008,Other,No injury to occupants; shark struck their boat,0,N
784,2008,Other,Foot bitten,2,N
785,2008,Bull,"Hand severed, buttocks bitten",3,N
786,2008,Tiger,Boat capsized in squall. 2 bodies scavenged  by sharks,3,N
787,2008,Other,Lacerations to right forearm and hand,2,N
788,2008,Other,FATAL,4,Y
789,2008,White,Severe lacerations to left leg,3,N
790,2008,Bull,Lower legs bitten,3,N
791,2008,Tiger,FATAL,4,Y
792,2008,Other,3-inch laceration to dorsal surface of left foot,3,N
793,2008,Bull,Lacerations to left foot,2,N
794,2008,White,FATAL,4,Y
795,2008,Tiger,UNKNOWN,2,N
796,2008,Tiger,"As he pushd the shark away from his camera, his finger was cut on a tooth",3,N
797,2008,Other,Probable drowning with post-mortem bites,3,N
798,2008,Other,2 puncture wounds to leg,3,N
799,2008,Other,Puncture wounds to right foot,3,N
800,2008,Other,Shin bitten,2,N
801,2008,Bull,FATAL,4,Y
802,2008,Other,Foot bitten,2,N
803,2008,Other,Right foot bitten,2,N
804,2008,Other,Three small lacerations/ punctures to right foot,3,N
805,2008,Other,Minor injury,1,N
806,2008,White,"No injury to surfer, surfboard bitten by the shark",0,N
807,2008,Bull,FATAL,4,Y
808,2008,Other,Abrasions to elbow; collided with shark,3,N
809,2008,Other,Lacerations to foot,2,N
810,2008,Goblin,"No injury, captive shark attempted to bite diver's arm PROVOKED INCIDENTt",0,N
811,2008,Blacktip,"No injury to surf-skiier, shark holed ski",3,N
812,2008,Mako,Laceration to left knee PROVOKED INCIDENT,2,N
813,2008,Other,"Stingray envenomation, not a shark",3,N
814,2008,Bronze,"No injury to occupants, pontoon punctured",0,N
815,2008,Other,Left foot bitten,3,N
816,2008,Nurse,Minor injury to hand by hooked shark   PROVOKED INCIDENT,1,N
817,2008,Hammerhead,Leg bitten,3,N
818,2007,Other,Lacerations & puncture wounds  to left thigh,2,N
819,2007,Other,Shark bites were post-mortem,3,N
820,2007,Other,Severe lacerations to right buttock,3,N
821,2007,Other,Lacerations to hand,2,N
822,2007,Other,Lacerations to left forearm,2,N
823,2007,Tiger,"No injury, shark bit surfboard ",0,N
824,2007,Other,20 cm injury to left foot,3,N
825,2007,Reef,Minor injury to finger by netted shark PROVOKED INCIDENT,1,N
826,2007,Other,Lacerations to feet,2,N
827,2007,Other,Cut to right knee,3,N
828,2007,Other,Lacerations to right leg,2,N
829,2007,White,Lacerations to thigh,2,N
830,2007,Other,White shark breached cage. No injury to occupants,3,N
831,2007,Tiger,Lacerations to left lower leg,2,N
832,2007,White,small laceration to wrist,2,N
833,2007,Bronze,Laceration to calf,2,N
834,2007,Other,4 scratches on left hand,4,Y
835,2007,Blacktip,Severe lacerations to right hand,3,N
836,2007,Tiger,FATAL,4,Y
837,2007,Reef,Thigh bitten,2,N
838,2007,White,"No injury to surfer, surfboard bitten",0,N
839,2007,White,"Severe lacerations to lower left leg, ankle and foot",3,N
840,2007,Other,Shark involvement prior to death unconfirmed,3,N
841,2007,Other,Laceration to foot,2,N
842,2007,Other,Small lacerations to bottom of right big toe,2,N
843,2007,Reef,Left thigh bitten,3,N
844,2007,Other,"No injury, surfboard bitten",0,N
845,2007,Nurse,"Minor injury, shark latched onto his abdomen",2,N
846,2007,Other,Tiny punctures to arm,3,N
847,2007,Spinner,"3"" laceration to left forearm",3,N
848,2007,Tiger,Laceration to right heel,2,N
849,2007,White,Lacerations to thigh & torso,2,N
850,2007,Other,Left hand  bitten,3,N
851,2007,Other, 6 lacerations to left hand,2,N
852,2007,Other,Minor injury from captive shark PROVOKED INCIDENT,1,N
853,2007,Tiger,Forearm bitten by hooked shark PROVOKED INCIDENT,3,N
854,2007,Other,Foot bitten,2,N
855,2007,Bull,Puncture wounds to torso,3,N
856,2007,,"Minor injury, small lacerations to right foot",3,N
857,2007,Bull,Lacerations to arm,2,N
858,2007,White,"No injury, surfboard bumped by shark for 20 minutes",2,N
859,2007,White,"No injury, kayak bitten",0,N
860,2007,,Left calf severely bitten,3,N
861,2007,Bronze,Calf bitten,2,N
862,2007,Other,Right calf bitten,2,N
863,2007,Other,PROVOKED INCIDENT           No injury. Diver touched 'dead' shark; shark bit his equipment-covered arm,3,N
864,2007,Other,Foot injured. Shark involvment uncomfirmed,3,N
865,2007,Other,Lacerations to right thigh & left foot,2,N
866,2007,Bull,"Lacerations to thumb, ring and pinky fingers of right hand ",2,N
867,2007,Other,Minor injuries to thigh & knee ,1,N
868,2007,Other,UNKNOWN,2,N
869,2007,Lemon,Lacerations to right  hand by hooked shark PROVOKED INCIDENT,2,N
870,2007,Other,6 to 8 puncture wounds to right hand,3,N
871,2007,Tiger,"No injury, board damaged",0,N
872,2007,Other,Superficial injuries to upper leg may have been caused by surfboard fin,3,N
873,2007,Other,Right foot bitten,2,N
874,2007,Blacktip,Left shin bitten by captive shark PROVOKED INCIDENT,3,N
875,2007,Dogfish,Bitten on the nose by a hooked shark PROVOKED INCIDENT,3,N
876,2007,Other,Left heel & calf bitten,3,N
877,2007,Other,"No injury, shark's fin caught his leg",0,N
878,2007,Other,Knee bitten,3,N
879,2007,White,No injury,0,N
880,2007,Other,Shark involvement prior to death unconfirmed,3,N
881,2007,Tiger,Right foot bitten,2,N
882,2007,Other,Circular bite on left thigh,3,N
883,2007,Lemon,Lacerations to right upper arm by captive shark PROVOKED INCIDENT,2,N
884,2007,Other,Lower leg & foot injured,3,N
885,2007,Blacktip,Left foot bitten,3,N
886,2007,Other,Lacerations to left index finger & thumb ,2,N
887,2007,Bull,"No injury to occupants, shark holed the transom-mounted livewell ",3,N
888,2007,Tiger,Left foot bitten,3,N
889,2007,Other,Lacerations to right ankle ,2,N
890,2007,Other,Punctures & lacerations to right calf & calf,3,N
891,2007,Other,Lacerations to 3 fingers of left hand ,3,N
892,2007,Other,Right hand bitten by hooked shark PROVOKED INCIDENT,3,N
893,2007,Other,"Bruises to arm and hand, laceration to lower leg & minor injuries to foot",3,N
894,2007,Tiger,Leg bitten  by shark after he shot at it & missed  PROVOKED INCIDENT,3,N
895,2007,Other,Death due to drowning. Shark bite may have been postmortem,3,N
896,2007,Tiger,Leg bitten,3,N
897,2007,Other,"A large shark rammed boat, breaking prop shaft. No injury to occupants but boat sank several hours later",3,N
898,2007,White,Head & torso bitten,3,N
899,2007,Tiger,FATAL,4,Y
900,2007,Other,"No injury, shark damaged surfboard",0,N
901,2007,Other,No injury,0,N
902,2007,Tiger,"No injury, shark removed piece of surfboard",0,N
903,2006,Other,Left leg bitten,3,N
904,2006,Other,Foot bitten,2,N
905,2006,White,"Minor injuries, surfboard bitten",1,N
906,2006,Other,"Hand, thigh & calf bitten by hooked shark PROVOKED INCIDENT",3,N
907,2006,White,"Right leg severed, left leg lacerated",3,N
908,2006,Other,Laceration to left thigh & left hand,2,N
909,2006,Bull,Left arm lacerated when he grabbed shark by its tail PROVOKED INCIDENT,3,N
910,2006,White,"No injury, surfboard bitten",0,N
911,2006,Other,Lacerations to lower left leg,2,N
912,2006,Other,Lacerations to foot,2,N
913,2006,Other,No injury; 4m white shark made a threat display,3,N
914,2006,Nurse,Lacerations to upper lip    PROVOKED INCIDENT,2,N
915,2006,Spinner,Minor injury to left hand,1,N
916,2006,Other,Left torso grazed,3,N
917,2006,Other,"Killed by a stingray, not a shark - a tragedy for his family and marine wildlife",3,N
918,2006,Other,Puncture wounds and cuts to right thigh,3,N
919,2006,White,"No injury, shark rammed surfboard",0,N
920,2006,Bronze,"No injury, shark towed  surfer & board",0,N
921,2006,Other,Shark bites may have been post mortem,3,N
922,2006,Other,Shark involvement prior to death not confirmed,3,N
923,2006,Other,"No injury, surfboard leash severed",0,N
924,2006,White,Foot severed,3,N
925,2006,Bull,Thigh bitten,2,N
926,2006,Other,"Minor injuries, similar to paper cuts from the captive sharks  PROVOKED INCIDENTS",3,N
927,2006,White,Minor injury,1,N
928,2006,Mako,"Bruises, laceration to head, spinal cord injury & neck broken at C5/C6 ",3,N
929,2006,White,"No injury, surf ski bitten",0,N
930,2006,,Minor lacerations to right foot,1,N
931,2006,Bull,Right foot bitten,2,N
932,2006,Other,8 shark-bitten bodies washed ashore,3,N
933,2006,Angel,Left ankle & foot bitten,3,N
934,2006,Blue,Hand & wrist severely bitten,3,N
935,2006,Bull,FATAL,4,Y
936,2006,Bull,Foot bitten,2,N
937,2006,Blacktip,Lacerations & puncture wound  to arm,2,N
938,2006,Blacktip,Minor injuries,1,N
939,2006,Blacktip,2-inch puncture wounds on right foot,3,N
940,2006,Other,Four 1-inch puncture wounds on left foot ,3,N
941,2006,Other,Lacerations & puncture wounds to left foot & buttocks,2,N
942,2006,White,"No injury, knocked off surfboard",0,N
943,2006,Tiger,"4"" laceration to left forearm",4,Y
944,2006,Tiger,"No injury to occupants, boat damaged by hooked shark PROVOKED INCIDENT",0,N
945,2006,Grey,Knee bitten after diver poked shark PROVOKED INCIDENT,3,N
946,2006,Tiger,Laceration to leg,2,N
947,2006,Wobbegong,Abrasion & 6 puncture wounds on chest after grabbing the shark by its tail PROVOKED INCIDENT,3,N
948,2006,Other,Shark bites post mortem,3,N
949,2006,Bull,3 to 4 cm laceration on foot from hooked shark brought on board PROVOKED INCIDENT,4,Y
950,2006,Bronze,Minor laceration to left foot,1,N
951,2006,Other,Leg bitten,3,N
952,2006,Tiger,Left leg bitten,3,N
953,2006,Other,FATAL,4,Y
954,2006,Tiger,5 puncture wounds in left calf,3,N
955,2006,Other,"FATAL, but shark involvement prior to death unconfirmed",4,Y
956,2006,Tiger,Lacerations to right hand,2,N
957,2006,Bronze,"No injury, shark nudged surfboard",0,N
958,2006,Other,Deep laceration to right calf,3,N
959,2006,Other,Forensic examination suggested diver drowned & afterwards his body was bitten by a shark/s,3,N
960,2006,White,No injury to occupants; shark nudged the 5.3 m boat,3,N
961,2006,Other,2 bite marks on right calf,3,N
962,2006,Tiger,FATAL,4,Y
963,2006,Other,No injury to occupant; shark bumped the kayak repeatedly for 15 minutes,2,N
964,2006,Other,No injury to occupants; shark rammed boat repeatedly,0,N
965,2006,White,Lacerations to left elbow,2,N
966,2006,Other,"No injury, divers felt threatened by 10' pregnant female tiger shark & killed the shark",3,N
967,2006,Bull,FATAL,4,Y
968,2006,Other,3 puncture wounds in right wrist & hand,3,N
969,2006,Other,Lacerations to little finger,2,N
970,2005,White,Lacerations to ankle & calf,2,N
971,2005,Tiger,Left hand bitten,3,N
972,2005,Other,"No injury to occupants, shark rammed boat for 15 minutes",2,N
973,2005,White,Right forearm & elbow bitten,3,N
974,2005,White,"No injury to occupants, hydrofoil of outboard motor bitten ",0,N
975,2005,Other,Right thumb & palm lacerated,3,N
976,2005,White,"No injury to occupant, shark bit outboard motor",0,N
977,2005,Other,"2 lacerations on leg, each 4"" to 5"" long",2,N
978,2005,Other,Left foot bitten,3,N
979,2005,White,"No injury to occupants, shark lifted bow of boat 3 times",2,N
980,2005,Other,Lacerations to hands & right leg when he tried to pull shark from the water PROVOKED INCIDENT,2,N
981,2005,Other,Puncture wounds to right foot,3,N
982,2005,White,"No injury, board bumped",0,N
983,2005,Other,Puncture wounds to foot,3,N
984,2005,Other,Lower right leg lacerated,3,N
985,2005,Other,Right foot bitten,2,N
986,2005,White,No injury,0,N
987,2005,White,Leg bitten,3,N
988,2005,Tiger,"No injury, surfboard bitten",0,N
989,2005,Reef,No injury ,0,N
990,2005,White,"No injury, shark bit ski",0,N
991,2005,Tiger,"No injury, knocked off board",0,N
992,2005,White,Lacerations to legs,2,N
993,2005,Bronze, No injury,0,N
994,2005,Other,Lacerations to dorsum of left foot,2,N
995,2005,Other,"Injuries to fingers, calf  & heel",3,N
996,2005,Bull,Calf severely lacerated,3,N
997,2005,White,Lacerations to right arm & thigh,2,N
998,2005,Other,FATAL,4,Y
999,2005,White,FATAL,4,Y
1000,2005,White,Lower right leg lacerated,3,N
1001,2005,Other,"Laceration to knee, possibly by a  small blacktip shark",2,N
1002,2005,Blacktip,Bitten underneath left arm,3,N
1003,2005,Other,Human foot recovered from the water,3,N
1004,2005,Other,Laceration on right wrist & crescent of puncture wounds on  forearm ,2,N
1005,2005,Other,"FATAL, shark involvement prior to death is unconfirmed",4,Y
1006,2005,Other,"Straight 2.5"" laceration on top of left ankle",3,N
1007,2005,Other,Presumed to have drowned until his body washed ashore 2 weeks later with shark bites,3,N
1008,2005,Other,2 small cuts on right ear & head when he collided with the captive shark. PROVOKED INCIDENT,3,N
1009,2005,Other,"A hoax - No shark was involved and Wells' ""daughter"" was his business partner Eileen Purchase who injured her finger on his boat",3,N
1010,2005,Other,Lacerations of left forearm,2,N
1011,2005,Other,Left foot bitten,3,N
1012,2005,Bull,"Leg severely bitten, surgically amputated",3,N
1013,2005,Bull,FATAL,4,Y
1014,2005,Other,FATAL,4,Y
1015,2005,Other,"No injury, 2.1m [7'] tiger shark approached swimmer who repelled it with his fist",3,N
1016,2005,Other,Foot bitten,2,N
1017,2005,White,Knee bitten,3,N
1018,2005,White,Dorsum of foot/ankle  injured by surfboard skeg or other inanimate object.,3,N
1019,2005,White,FATAL,4,Y
1020,2005,Other,Left foot bitten,3,N
1021,2005,Other,Right arm & torso bitten,3,N
1022,2005,Other,Left buttock  & legs lacerated ,3,N
1023,2005,Blacktip,Severe injury to lower leg,3,N
1024,2005,Tiger,"No injury, shark bit kayak",0,N
